id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin,calculated_opm
822,KOTAKBANK,Mar 2020,33474,15901,22578.0,-5005.0,-15,16892,465,11422,25.0,8593,45.0,0.0,25.670669773555595,67.44936368524826
823,KOTAKBANK,Mar 2021,32820,12967,29812.0,-9958.0,-30,23588,461,13168,25.0,9990,50.0,2.0,30.438756855575868,90.83485679463742
824,KOTAKBANK,Mar 2022,33741,11554,30699.0,-8512.0,-25,24941,480,15948,25.0,12089,61.0,2.0,35.82881360955514,90.98426246999199
825,KOTAKBANK,Mar 2023,42151,14411,33485.0,-5746.0,-14,25991,599,19646,25.0,14925,75.0,2.0,35.40841261180043,79.44058266707789
826,KOTAKBANK,Mar 2024,56237,22567,47052.0,-13382.0,-24,38037,792,23863,25.0,18213,92.0,2.0,32.386151466116615,83.66733645109092
827,KOTAKBANK,TTM,64053,27327,50872.0,-14146.0,-22,43559,0,29413,,22530,113.0,,35.173996534120185,79.42172888077062
1131,SUNPHARMA,Mar 2024,48497,35479,13018.0,28.0,865,238,2557,11088,13.0,9610,40.0,34.0,19.815658700538176,26.84289749881436
1362,INDIGO,Mar 2013,9203,73,8348.0,855.0,9,296,86,993,21.0,787,25647.0,70.0,8.551559274149733,90.7095512332935
1363,INDIGO,Mar 2014,11117,123,10684.0,433.0,4,391,226,475,0.0,474,15454.0,80.0,4.263740217684627,96.10506431591257
1364,INDIGO,Mar 2015,13925,150,12022.0,1904.0,14,395,302,1847,29.0,1304,42481.0,83.0,9.364452423698385,86.33393177737881
1365,INDIGO,Mar 2016,16140,350,12976.0,3164.0,20,515,505,2824,30.0,1986,55.0,27.0,12.304832713754648,80.39653035935564
1366,INDIGO,Mar 2017,18580,406,16362.0,2219.0,12,789,457,2144,23.0,1659,46.0,74.0,8.928955866523143,88.06243272335846
1367,INDIGO,Mar 2018,23021,413,19991.0,3030.0,13,947,437,3127,28.0,2242,58.0,10.0,9.738934016767299,86.8381043395161
1368,INDIGO,Mar 2019,28497,563,28648.0,-151.0,-1,1325,760,-149,-99.0,156,4.0,123.0,0.547426044846826,100.52988033828123
1369,INDIGO,Mar 2020,35756,1902,31687.0,4069.0,11,1531,3974,-275,-10.0,-248,-6.0,0.0,-0.69358988701197,88.62009173285603
1370,INDIGO,Mar 2021,14641,2170,14638.0,2.0,0,1036,4699,-5830,0.0,-6171,-151.0,0.0,-42.14876033057851,99.97950959633904
1371,INDIGO,Mar 2022,25931,2386,25373.0,558.0,2,725,5068,-6171,0.0,-317,-160.0,0.0,-1.2224750298870077,97.84813543635032
1372,INDIGO,Mar 2023,54446,3168,47926.0,6521.0,12,1431,5101,-317,0.0,-317,-8.0,0.0,-0.582228262865959,88.02483194357713
1373,INDIGO,Mar 2024,68904,4805,52573.0,16331.0,24,2326,6406,8043,-2.0,8167,212.0,0.0,11.852722628584697,76.29890862649484
1374,INDIGO,TTM,76476,0,60568.0,15908.0,21,3034,7955,6182,,6074,157.0,,7.942361002144463,79.1987028610283
