company_id,year,debt_to_equity,interest_coverage,icr_label,icr_warning,net_debt,asset_turnover,high_leverage_flag
ADANIPOWER,Mar 2023,1.4175257731958764,4.2927414517096585,,False,41696,0.4517891891262045,False
ADANIPOWER,Mar 2024,0.8023177656738903,8.297225501770956,,False,34242,0.5472399439185297,False
AMBUJACEM,Dec 2012,0.006820506991019666,32.58974358974359,,False,-1521,0.7897124341838802,False
AMBUJACEM,Dec 2013,0.0050729232720355105,30.73134328358209,,False,-1666,0.7070855202222909,False
AMBUJACEM,Dec 2014,0.0033763654419066533,35.65151515151515,,False,-2063,0.7173223807465052,False
AMBUJACEM,Dec 2015,0.0034076526141563626,20.597826086956523,,False,-2114,0.6677280124531239,False
AMBUJACEM,Dec 2016,0.00146309469754301,23.673202614379086,,False,-146,0.6121740190104802,False
AMBUJACEM,Dec 2017,0.0011609907120743034,20.354368932038835,,False,-129,0.6648736939930722,False
AMBUJACEM,Dec 2018,0.001788109074653554,24.958823529411763,,False,-93,0.6964510176245621,False
AMBUJACEM,Dec 2019,0.0017027992358169283,30.576470588235296,,False,-109,0.6745980387276619,False
AMBUJACEM,Dec 2020,0.02069692841762974,37.81428571428572,,False,304,0.6172516239488394,False
AMBUJACEM,Dec 2021,0.01881359943204228,44.26027397260274,,False,279,0.6407477048999004,False
AMBUJACEM,Mar 2024,0.01686125048243921,28.264492753623188,,False,-150,0.5081135747230352,False
APOLLOHOSP,Mar 2013,0.4415726246814707,6.262135922330097,,False,686,0.7829248026589115,False
APOLLOHOSP,Mar 2014,0.4514612025529056,5.831932773109243,,False,1022,0.814392523364486,False
APOLLOHOSP,Mar 2015,0.6279949558638083,6.6440677966101696,,False,1681,0.7940857717912989,False
APOLLOHOSP,Mar 2016,0.8505402160864346,4.311111111111111,,False,2482,0.8355978260869565,False
APOLLOHOSP,Mar 2017,0.9429692214846107,3.0894941634241246,,False,2719,0.8954708132790324,False
APOLLOHOSP,Mar 2018,1.0538130381303814,2.7966101694915255,,False,3075,0.9589343880874825,False
APOLLOHOSP,Mar 2019,1.1016796640671866,3.3516819571865444,,False,3211,1.0492035784420686,False
APOLLOHOSP,Mar 2020,1.0766467065868264,3.401500938086304,,False,3162,0.996279564177518,False
APOLLOHOSP,Mar 2021,0.9037584184227677,2.7683741648106905,,False,2817,0.9269662921348315,False
APOLLOHOSP,Mar 2022,0.723457229237062,6.746701846965699,,False,3252,1.1057235502601614,False
APOLLOHOSP,Mar 2023,0.6989351403678606,5.616797900262467,,False,3758,1.152330743618202,False
APOLLOHOSP,Mar 2024,0.7688869665513264,5.565701559020044,,False,4347,1.1383944570541153,False
ASIANPAINT,Mar 2013,0.0741725768321513,44.07142857142857,,False,-45,1.5483490566037736,False
ASIANPAINT,Mar 2013,0.0741725768321513,44.07142857142857,,False,-45,1.5483490566037736,False
ASIANPAINT,Mar 2014,0.06164892300074276,44.333333333333336,,False,-1175,1.513312693498452,False
ASIANPAINT,Mar 2014,0.06164892300074276,44.333333333333336,,False,-1175,1.513312693498452,False
ASIANPAINT,Mar 2015,0.08814846056516237,56.785714285714285,,False,-1170,1.5273726722010321,False
ASIANPAINT,Mar 2015,0.08814846056516237,56.785714285714285,,False,-1170,1.5273726722010321,False
ASIANPAINT,Mar 2016,0.04950191570881226,59.95918367346939,,False,-2389,1.351548442087319,False
ASIANPAINT,Mar 2016,0.04950191570881226,59.95918367346939,,False,-2389,1.351548442087319,False
ASIANPAINT,Mar 2017,0.07364544976328248,90.05405405405405,,False,-2092,1.2141878274889157,False
ASIANPAINT,Mar 2017,0.07364544976328248,90.05405405405405,,False,-2092,1.2141878274889157,False
ASIANPAINT,Mar 2018,0.0633769322235434,86.34146341463415,,False,-1608,1.2224805638305603,False
ASIANPAINT,Mar 2018,0.0633769322235434,86.34146341463415,,False,-1608,1.2224805638305603,False
ASIANPAINT,Mar 2019,0.13937282229965156,36.71818181818182,,False,-1249,1.1840728660225244,False
ASIANPAINT,Mar 2019,0.13937282229965156,36.71818181818182,,False,-1249,1.1840728660225244,False
ASIANPAINT,Mar 2020,0.11036525172754195,44.23529411764706,,False,-901,1.2523856735654977,False
ASIANPAINT,Mar 2020,0.11036525172754195,44.23529411764706,,False,-901,1.2523856735654977,False
ASIANPAINT,Mar 2021,0.0853506168983289,56.391304347826086,,False,-3644,1.0667157946450503,False
ASIANPAINT,Mar 2021,0.0853506168983289,56.391304347826086,,False,-3644,1.0667157946450503,False
ASIANPAINT,Mar 2022,0.11490008688097307,53.68421052631579,,False,-1661,1.2675755727850857,False
ASIANPAINT,Mar 2022,0.11490008688097307,53.68421052631579,,False,-1661,1.2675755727850857,False
ASIANPAINT,Mar 2023,0.12087293646823412,46.46527777777778,,False,-2329,1.3378719112455875,False
ASIANPAINT,Mar 2023,0.12087293646823412,46.46527777777778,,False,-2329,1.3378719112455875,False
ASIANPAINT,Mar 2024,0.1321016659547202,41.00487804878049,,False,-2114,1.187084044011906,False
ASIANPAINT,Mar 2024,0.1321016659547202,41.00487804878049,,False,-2114,1.187084044011906,False
ATGL,Mar 2018,1.3238188976377954,3.568,,False,1165,0.49018908312522297,False
ATGL,Mar 2019,0.35753176043557167,5.711111111111111,,False,218,0.83935546875,False
ATGL,Mar 2020,0.2909585316111489,15.585365853658537,,False,146,0.7572697899838449,False
ATGL,Mar 2021,0.27352637021716647,18.35,,False,112,0.529338327091136,False
ATGL,Mar 2022,0.4283940397350993,15.452830188679245,,False,401,0.6881087202718007,False
ATGL,Mar 2023,0.48350901054063244,11.846153846153847,,False,740,0.7755535872453498,False
ATGL,Mar 2024,0.43491620111731844,10.504504504504505,,False,851,0.6788531553398058,False
BAJAJ-AUTO,Mar 2013,0.014383137011779294,4446.0,,False,-5943,1.5840056953013764,False
BAJAJ-AUTO,Mar 2014,0.0058030884233303826,4837.0,,False,-8389,1.3154559707342566,False
BAJAJ-AUTO,Mar 2015,0.010094637223974764,726.0,,False,-8873,1.3525616935988976,False
BAJAJ-AUTO,Mar 2016,0.008416547788873038,5987.0,,False,-10949,1.3093967517401393,False
BAJAJ-AUTO,Mar 2017,0.006720430107526882,5897.0,,False,-15357,1.0054071540807838,False
BAJAJ-AUTO,Mar 2018,0.005924112607099143,6250.0,,False,-18774,1.0027445209021122,False
BAJAJ-AUTO,Mar 2019,0.005380278052769767,1806.5,,False,-20478,1.0528542692654506,False
BAJAJ-AUTO,Mar 2020,0.005816637429600221,2313.6666666666665,,False,-19788,1.1285929837797057,False
BAJAJ-AUTO,Mar 2021,0.0044366223004436624,929.7142857142857,,False,-24566,0.8255758585798464,False
BAJAJ-AUTO,Mar 2022,0.004119360996684417,881.1111111111111,,False,-26511,0.9440061519182023,False
BAJAJ-AUTO,Mar 2023,0.004223145562291397,204.2,,False,-26059,1.037539845173042,False
BAJAJ-AUTO,Mar 2024,0.06601754022512257,174.41666666666666,,False,-26175,1.1404534363562424,False
AXISBANK,Mar 2013,8.93461608058387,1.2697298122424057,,True,182876,0.07981900293048468,False
AXISBANK,Mar 2014,8.680070840712574,1.3034436191762322,,True,220187,0.0793089167852983,False
AXISBANK,Mar 2015,9.046652873256358,1.331261207411835,,True,288111,0.07593265174652161,False
AXISBANK,Mar 2016,8.815511865419444,1.4272756376053783,,True,340751,0.07501642608627218,False
AXISBANK,Mar 2017,9.355037247250799,2.0353263193909847,,False,398419,0.07284508276883928,False
AXISBANK,Mar 2018,9.522715591757908,2.632716330810614,,False,458388,0.06505585452953874,False
AXISBANK,Mar 2019,10.501106162060116,2.0674028941355673,,False,537940,0.06754655142338394,False
AXISBANK,Mar 2020,9.234850590687978,2.2559052584153956,,False,642055,0.06750392295489033,False
AXISBANK,Mar 2021,8.210427244821128,2.588470319634703,,False,625215,0.06328240118680725,False
AXISBANK,Mar 2022,8.632964375406939,1.968793114775639,,False,746335,0.056345695985629454,False
AXISBANK,Mar 2023,8.876784737365254,1.8029486464721551,,False,863943,0.06334636995339248,False
AXISBANK,Mar 2024,8.249122739980766,1.691203992514036,,False,962948,0.0720367478374617,False
BAJAJFINSV,Mar 2013,1.6650858754165598,3.2666112956810633,,False,-30260,0.12322166131252868,False
BAJAJFINSV,Mar 2014,2.0948238831615122,2.87708066581306,,False,-25807,0.08097280292539961,False
BAJAJFINSV,Mar 2015,2.372801875732708,2.4748878923766817,,False,-25055,0.12847395384685134,False
BAJAJFINSV,Mar 2016,2.651812633281859,2.3423705248522766,,False,-17636,0.19752575732797184,False
BAJAJFINSV,Mar 2017,2.989412420283574,2.344725511302476,,False,-14376,0.19054690780163902,False
BAJAJFINSV,Mar 2018,3.2072938534394377,2.3811520635621277,,False,-3733,0.20346223856755452,False
BAJAJFINSV,Mar 2019,4.201937657961246,2.259125732311852,,False,18075,0.20441111558907632,False
BAJAJFINSV,Mar 2020,4.0640214682767875,1.9218947368421053,,False,35391,0.21627590488014517,False
BAJAJFINSV,Mar 2021,3.585291655037678,2.1171015742937245,,False,14807,0.21651985920777572,False
BAJAJFINSV,Mar 2022,4.004745695331329,2.2289957420292867,,False,41957,0.20516896461745643,False
BAJAJFINSV,Mar 2023,4.573986683043507,2.4126817447495963,,False,76089,0.2024464665849369,False
BAJAJFINSV,Mar 2024,4.789368120938867,2.197130112323319,,False,120548,0.2053943414307379,False
BAJAJHLDNG,Mar 2013,0.0,,Debt Free,False,-9577,0.03127610208816705,False
BAJAJHLDNG,Mar 2014,0.0,,Debt Free,False,-11325,0.03398136246786632,False
BAJAJHLDNG,Mar 2015,0.0,,Debt Free,False,-13078,0.037716835816598286,False
BAJAJHLDNG,Mar 2016,0.0,,Debt Free,False,-13276,0.030377456049638055,False
BAJAJHLDNG,Mar 2017,0.0,,Debt Free,False,-17364,0.047068030633350105,False
BAJAJHLDNG,Mar 2018,0.0,,Debt Free,False,-24575,0.016621156357592308,False
BAJAJHLDNG,Mar 2019,0.0,,Debt Free,False,-26257,0.0159582345971564,False
BAJAJHLDNG,Mar 2020,0.006051219248640277,258.38461538461536,,False,-31900,0.013290965199058938,False
BAJAJHLDNG,Mar 2021,0.0036591600075335648,950.75,,False,-44778,0.010046163992086172,False
BAJAJHLDNG,Mar 2022,0.0026609401988702676,1421.0,,False,-52850,0.009031872807344929,False
BAJAJHLDNG,Mar 2023,0.0021049296093431716,721.8571428571429,,False,-52462,0.009814243814394224,False
BAJAJHLDNG,Mar 2024,0.0011613545449517945,3764.5,,False,-64652,0.026119918356071883,False
BAJFINANCE,Mar 2015,5.553125,68.34615384615384,,False,26329,0.16449054301403296,False
BAJFINANCE,Mar 2016,4.985189174633096,68.02857142857142,,False,35996,0.1553871372916356,False
BAJFINANCE,Mar 2017,5.130208333333333,149.04545454545453,,False,45180,0.15643878175456213,False
BAJFINANCE,Mar 2018,4.1997097425542655,414.6,,False,63418,0.15031014882426472,False
BAJFINANCE,Mar 2019,5.1575366807127985,422.15384615384613,,False,92989,0.1488090925921454,False
BAJFINANCE,Mar 2020,4.015280871071517,1020.8888888888889,,False,112262,0.1604345736688748,False
BAJFINANCE,Mar 2021,3.5655777669429547,3621.0,,False,113237,0.15555490756400536,False
BAJFINANCE,Mar 2022,3.779928167821929,-700.6470588235294,,True,152986,0.14889461944603918,False
BAJFINANCE,Mar 2023,3.985323328183624,-2546.4,,True,193938,0.15046180230065473,False
BAJFINANCE,Mar 2024,3.824788776468134,2689.1666666666665,,False,262465,0.14630251608816688,False
BANKBARODA,Mar 2013,15.299320954269575,2.4280647306583907,,False,383575,0.06514631194503984,False
BANKBARODA,Mar 2014,16.301767643406347,2.169396939693969,,False,494860,0.059847301598570636,False
BANKBARODA,Mar 2015,15.838045599504975,2.4716461736098365,,False,540744,0.06119493273530382,False
BANKBARODA,Mar 2016,14.599816483542337,4.233144192256342,,False,491642,0.06626271570214692,False
BANKBARODA,Mar 2017,15.057909768500243,2.4240897064382008,,False,507783,0.06183538742185936,False
BANKBARODA,Mar 2018,14.437808701627796,3.2623873873873874,,False,497174,0.061588989510508216,False
BANKBARODA,Mar 2019,13.354716706669576,3.271839736274883,,False,538740,0.06454548781826833,False
BANKBARODA,Mar 2020,14.046318196152633,3.327700762857846,,False,779254,0.06574939475888278,False
BANKBARODA,Mar 2021,12.95270057045758,2.591475454483557,,False,785314,0.061791002829544674,False
BANKBARODA,Mar 2022,12.902404510770772,2.6060437651962487,,False,837744,0.05475998062861488,False
BANKBARODA,Mar 2023,12.77989624482414,2.3494930875576037,,False,945105,0.06193380698630487,False
BANKBARODA,Mar 2024,12.143718727289434,1.8967477242617206,,False,1046625,0.07153782236255685,False
BHARTIARTL,Mar 2013,1.326179404634156,5.337242752821421,,False,59026,0.48709881623092993,False
BHARTIARTL,Mar 2014,1.2700984001606532,4.999659806089471,,False,60365,0.47310074273246205,False
BHARTIARTL,Mar 2015,2.097066143751414,7.837381916329285,,False,72663,0.5282045081043647,False
BHARTIARTL,Mar 2016,1.5073536019170286,4.545050315937281,,False,88669,0.4300402722834028,False
BHARTIARTL,Mar 2017,1.5904650369865247,3.880067036765476,,False,92949,0.41092965797470754,False
BHARTIARTL,Mar 2018,1.60112173725462,3.413574951747802,,False,95175,0.33119056111509654,False
BHARTIARTL,Mar 2019,1.7561289780602887,2.8467331952551307,,False,109717,0.29478954551757863,False
BHARTIARTL,Mar 2020,1.9214207012768163,-0.08326186392224127,,True,122752,0.2437794319545742,False
BHARTIARTL,Mar 2021,2.7612674503417978,2.7210920416142073,,False,135235,0.2921342442446221,False
BHARTIARTL,Mar 2022,2.5494786188658836,3.742778045257583,,False,140329,0.32265985985875134,False
BHARTIARTL,Mar 2023,2.914018281912768,3.7457512953367877,,False,193066,0.3129969835139251,False
BHARTIARTL,Mar 2024,2.6094723973904306,3.3055457435535147,,False,183990,0.3393112060793767,False
BEL,Mar 2013,4.0,184.42857142857142,,False,24,139.4,False
BEL,Mar 2014,3.0,194.71428571428572,,False,21,141.69565217391303,False
BEL,Mar 2015,3.7142857142857144,240.85714285714286,,False,26,144.75510204081633,False
BEL,Mar 2016,2.0833333333333335,196.6,,False,25,141.42307692307693,False
BEL,Mar 2017,1.9333333333333333,122.88888888888889,,False,29,112.41558441558442,False
BEL,Mar 2018,1.5483870967741935,372.5,,False,48,85.95867768595042,False
BEL,Mar 2019,0.9591836734693877,186.375,,False,47,96.53968253968254,False
BEL,Mar 2020,0.8,357.25,,False,44,106.29508196721312,False
BEL,Mar 2021,0.8305084745762712,333.9,,False,49,92.82236842105263,False
BEL,Mar 2022,0.8405797101449275,397.3333333333333,,False,58,94.28220858895706,False
BEL,Mar 2023,0.52,230.05263157894737,,False,39,123.15277777777777,False
BEL,Mar 2024,0.5119047619047619,476.75,,False,42,125.88819875776397,False
BHEL,Mar 2013,0.08831712985695113,82.9296875,,False,2692,0.6809295719735999,False
BHEL,Mar 2014,0.14147900274336017,46.58646616541353,,False,4687,0.5251622837875509,False
BHEL,Mar 2015,0.055222615254187736,36.54347826086956,,False,1883,0.44127467140019444,False
BHEL,Mar 2016,0.006529475475785239,0.375,,True,-585,0.3889320950943166,False
BHEL,Mar 2017,0.0048164500293309456,4.47457627118644,,False,-601,0.4613601737495543,False
BHEL,Mar 2018,0.0034018865006958405,7.066666666666666,,False,-319,0.450844541757898,False
BHEL,Mar 2019,0.08406678747087756,7.126984126984127,,False,2446,0.47202667080167465,False
BHEL,Mar 2020,0.17725052337752967,0.7455138662316476,,True,4918,0.35599011461080426,False
BHEL,Mar 2021,0.1905476657814725,-5.687366167023555,,True,4766,0.30931022158684773,False
BHEL,Mar 2022,0.18222289292990265,2.752232142857143,,False,4625,0.3721815725289958,False
BHEL,Mar 2023,0.22372631060792517,2.5947712418300655,,False,5219,0.4051921476137625,False
BHEL,Mar 2024,0.36238644733611586,1.5929951690821256,,False,8600,0.399628688031043,False
BOSCHLTD,Dec 2012,0.041270410909743406,286.5,,False,-1299,1.0957985320172108,False
BOSCHLTD,Dec 2013,0.029075309818875118,,Debt Free,False,-2019,0.9849285794623777,False
BOSCHLTD,Mar 2015,0.015108207431604737,179.85714285714286,,False,-2779,1.1586616815262198,False
BOSCHLTD,Mar 2016,0.005243838489774515,192.3846153846154,,False,-4578,0.7802622054210568,False
BOSCHLTD,Mar 2017,0.0,106.48148148148148,,False,-3927,0.8843220338983051,False
BOSCHLTD,Mar 2018,0.0,837.0,,False,-5240,0.8393767501974582,False
BOSCHLTD,Mar 2019,0.0,211.84615384615384,,False,-4054,0.9508261211644374,False
BOSCHLTD,Mar 2020,0.007982740021574973,137.8,,False,-3968,0.7388888888888889,False
BOSCHLTD,Mar 2021,0.005497302249821846,65.85714285714286,,False,-5103,0.6577771761202111,False
BOSCHLTD,Mar 2022,0.0068300898203592815,63.89655172413793,,False,-5455,0.764568462037638,False
BOSCHLTD,Mar 2023,0.004812494324888767,190.08333333333334,,False,-4970,0.9181991512393136,False
BOSCHLTD,Mar 2024,0.003232758620689655,71.7843137254902,,False,-5086,0.9638144626908672,False
BPCL,Mar 2013,1.9765722801788375,3.256949960285941,,False,25687,3.0414050334053346,False
BPCL,Mar 2014,1.705349794238683,5.4278506559031285,,False,26167,2.9891589418946416,False
BPCL,Mar 2015,1.1298643737257335,10.082203389830509,,False,17780,2.81038437478279,False
BPCL,Mar 2016,0.8414765776786357,21.888235294117646,,False,13987,2.173231353127676,False
BPCL,Mar 2017,1.1591875141957884,23.71264367816092,,False,14398,1.844883853106723,False
BPCL,Mar 2018,1.0284005570878505,15.382799325463743,,False,13934,1.9599770680315065,False
BPCL,Mar 2019,1.1566877337804722,10.253401360544217,,False,19932,2.1780085593678336,False
BPCL,Mar 2020,1.792291689477718,3.931740614334471,,False,38447,1.8863316982632905,False
BPCL,Mar 2021,1.0182429278312015,16.535113174695297,,False,27764,1.4298289207220862,False
BPCL,Mar 2022,1.243309893073885,9.23867996930161,,False,40918,1.849265980195063,False
BPCL,Mar 2023,1.2962146407084938,3.4539385847797064,,False,42598,2.5154936765386027,False
BPCL,Mar 2024,0.7218747934157467,11.355507351168956,,False,27968,2.213651947949293,False
BRITANNIA,Mar 2013,0.6810035842293907,11.536585365853659,,False,272,3.2846521508231548,False
BRITANNIA,Mar 2014,0.18796992481203006,82.625,,False,-48,3.280968201233982,False
BRITANNIA,Mar 2015,0.11646586345381527,274.5,,False,-373,2.8134622269960614,False
BRITANNIA,Mar 2016,0.06261950286806883,267.8,,False,-657,2.403262736119061,False
BRITANNIA,Mar 2017,0.046364985163204746,285.8,,False,-362,2.2034558286687758,False
BRITANNIA,Mar 2018,0.05901350557839107,208.375,,False,-878,1.9109483423284503,False
BRITANNIA,Mar 2019,0.03667999059487421,215.33333333333334,,False,-1320,1.7722026290477717,False
BRITANNIA,Mar 2020,0.3493072904837611,27.350649350649352,,False,-1355,1.4814814814814814,False
BRITANNIA,Mar 2021,0.5980834272829764,25.423423423423422,,False,-659,1.642,False
BRITANNIA,Mar 2022,0.9698983580922595,16.82638888888889,,False,719,1.8780390593862097,False
BRITANNIA,Mar 2023,0.8480475382003395,20.284023668639055,,False,-327,1.743236017538231,False
BRITANNIA,Mar 2024,0.5239786856127886,20.597560975609756,,False,-702,1.8484347442680775,False
CANBK,Mar 2013,14.936447410231967,2.1822853688029022,,False,248506,0.08124982114069311,False
CANBK,Mar 2014,14.843352332979851,2.3248069498069497,,False,312468,0.07896785008681076,False
CANBK,Mar 2015,15.37264557429521,2.1764208747094864,,False,347366,0.07843948166528812,False
CANBK,Mar 2016,15.634433816723234,3.3739080896315987,,False,354242,0.07812142445341257,False
CANBK,Mar 2017,15.420441112873,1.9965613856342332,,False,372785,0.06954017300753658,False
CANBK,Mar 2018,15.279182589370409,3.4536361178696944,,False,406312,0.06547784015773594,False
CANBK,Mar 2019,16.98548648146674,2.7433128091248613,,False,471488,0.06736744204343177,False
CANBK,Mar 2020,16.215356986846576,2.2699381303500297,,False,475525,0.0671112969356927,False
CANBK,Mar 2021,17.000448646050312,1.8804037078749025,,False,774807,0.05955965885006019,False
CANBK,Mar 2022,16.18939123225797,1.7432643911517152,,False,821279,0.056096772374083344,False
CANBK,Mar 2023,15.850052527737208,1.6884501480750247,,False,884267,0.06218909075110606,False
CANBK,Mar 2024,14.867419925542423,1.6106611743349857,,False,970573,0.0719985042520674,False
CHOLAFIN,Mar 2013,7.822233606557377,706.0,,False,15097,0.14099188062321702,False
CHOLAFIN,Mar 2014,7.903366856143419,950.0,,False,18036,0.1522001485332343,False
