id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin_pct,operating_profit_margin_pct,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id,broad_sector,sub_sector,index_weight_pct,market_cap_category,operating_activity_x,investing_activity_x,financing_activity_x,operating_activity_y,investing_activity_y,financing_activity_y,operating_activity,investing_activity,financing_activity,return_on_equity_pct,ebit,return_on_capital_employed_pct,roce_benchmark,return_on_assets_pct,debt_to_equity,interest_coverage,icr_warning,net_debt,asset_turnover,free_cash_flow_cr,capex_cr,cash_from_operations_cr,total_debt_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,icr_label,high_leverage_flag
259,BAJFINANCE,Mar 2016,7299,2959,2354.0,1986.0,27,35,56,1965,35.0,1279,24.0,10.0,17.522948349088914,32.25099328675161,339,54.0,7373,37025,2522,46973,290,0,1029,45654,46973,15.0,Financials,Consumer Finance,1.78,Large Cap,-9870.0,-687,11656,-9870.0,-687.0,11656,-9870.0,-687.0,11656.0,17.220950585700823,2381.0,5.356339422298209,Financial Sector Benchmark,2.7228407808741193,4.985189174633096,68.02857142857142,False,35996,0.1553871372916356,-10557.0,687.0,-9870.0,37025,24.0,137.53703703703704,10.0,,False
260,BAJFINANCE,Mar 2017,9970,3853,3250.0,2867.0,29,22,71,2817,35.0,1836,33.0,11.0,18.415245737211634,32.59779338014042,340,109.0,9491,49250,4881,63731,366,0,4070,59295,63731,15.0,Financials,Consumer Finance,1.78,Large Cap,-10439.0,-3047,12513,-10439.0,-3047.0,12513,-10439.0,-3047.0,12513.0,19.125,3279.0,5.57179269328802,Financial Sector Benchmark,2.8808586088402817,5.130208333333333,149.04545454545453,False,45180,0.15643878175456213,-13486.0,3047.0,-10439.0,49250,33.0,88.07339449541284,11.0,,False
261,BAJFINANCE,Mar 2018,12746,4696,4115.0,3935.0,31,10,102,3843,35.0,2496,43.0,9.0,19.58261415345991,32.28463831790366,341,115.0,15733,66557,2393,84798,470,0,3139,81189,84798,15.0,Financials,Consumer Finance,1.78,Large Cap,-20566.0,1075,19503,-20566.0,1075.0,19503,-20566.0,1075.0,19503.0,15.749621403331652,4146.0,5.031248103877192,Financial Sector Benchmark,2.9434656477747114,4.1997097425542655,414.6,False,63418,0.15031014882426472,-19491.0,1075.0,-20566.0,66557,43.0,137.80869565217392,9.0,,False
262,BAJFINANCE,Mar 2019,18487,6723,5454.0,6310.0,34,13,144,6179,35.0,3995,69.0,9.0,21.609779845296696,29.501812084167252,342,115.0,19582,101588,2948,124233,695,0,8599,114939,124233,15.0,Financials,Consumer Finance,1.78,Large Cap,-29062.0,-5379,34449,-29062.0,-5379.0,34449,-29062.0,-5379.0,34449.0,20.2822764888054,5488.0,4.524879416250979,Financial Sector Benchmark,3.215731729894634,5.1575366807127985,422.15384615384613,False,92989,0.1488090925921454,-34441.0,5379.0,-29062.0,101588,69.0,171.27826086956523,9.0,,False
263,BAJFINANCE,Mar 2020,26374,9608,9159.0,7608.0,29,9,295,7322,28.0,5264,87.0,11.0,19.959050580116784,34.72738302874043,343,120.0,32208,129806,2257,164391,1321,0,17544,145526,164391,15.0,Financials,Consumer Finance,1.78,Large Cap,-24412.0,-8758,34167,-24412.0,-8758.0,34167,-24412.0,-8758.0,34167.0,16.283098243009157,9188.0,5.66691748800375,Financial Sector Benchmark,3.2021217706565444,4.015280871071517,1020.8888888888889,False,112262,0.1604345736688748,-33170.0,8758.0,-24412.0,129806,87.0,269.4,11.0,,False
264,BAJFINANCE,Mar 2021,26673,9519,10839.0,6314.0,24,3,325,5992,26.0,4420,73.0,14.0,16.5710643722116,40.63659880778315,344,120.0,36798,131634,2918,171470,1316,51,18397,151707,171470,15.0,Financials,Consumer Finance,1.78,Large Cap,-807.0,-429,1741,-807.0,-429.0,1741,-807.0,-429.0,1741.0,11.972479549271359,10863.0,6.444895343870141,Financial Sector Benchmark,2.577710386656558,3.5655777669429547,3621.0,False,113237,0.15555490756400536,-1236.0,429.0,-807.0,131634,73.0,307.65,14.0,,False
265,BAJFINANCE,Mar 2022,31641,9855,11880.0,9906.0,31,-17,385,9504,26.0,7028,116.0,17.0,22.211687367655887,37.546221674409786,345,121.0,43592,165232,3562,212506,1716,34,12246,198510,212506,15.0,Financials,Consumer Finance,1.78,Large Cap,-37090.0,6347,32275,-37090.0,6347.0,32275,-37090.0,6347.0,32275.0,16.07759705350811,11911.0,5.700543205149681,Financial Sector Benchmark,3.3072007378615194,3.779928167821929,-700.6470588235294,True,152986,0.14889461944603918,-30743.0,6347.0,-37090.0,165232,116.0,361.26446280991735,17.0,,False
266,BAJFINANCE,Mar 2023,41411,12701,12693.0,16018.0,39,-5,485,15528,26.0,11508,190.0,16.0,27.7897177078554,30.65127623095313,346,121.0,54251,216690,4164,275226,2308,80,22752,250087,275226,15.0,Financials,Consumer Finance,1.78,Large Cap,-42112.0,-10394,50675,-42112.0,-10394.0,50675,-42112.0,-10394.0,50675.0,21.16530567203708,12732.0,4.697080372756048,Financial Sector Benchmark,4.181291011750343,3.985323328183624,-2546.4,True,193938,0.15046180230065473,-52506.0,10394.0,-42112.0,216690,190.0,449.35537190082647,16.0,,False
267,BAJFINANCE,Mar 2024,54972,18886,16099.0,19987.0,36,6,683,19310,25.0,14451,233.0,15.0,26.287928399912687,29.285818234737686,347,124.0,76572,293346,5700,375742,3250,43,30881,341568,375742,15.0,Financials,Consumer Finance,1.78,Large Cap,-72760.0,-7171,82415,-72760.0,-7171.0,82415,-72760.0,-7171.0,82415.0,18.841921351830603,16135.0,4.360315856037963,Financial Sector Benchmark,3.845990067652804,3.824788776468134,2689.1666666666665,False,262465,0.14630251608816688,-79931.0,7171.0,-72760.0,293346,233.0,618.516129032258,15.0,,False
269,BANKBARODA,Mar 2013,36442,24486,10950.0,1006.0,3,4511,322,5195,9.0,4829,23.0,19.0,13.251193677624718,30.047747104988748,349,423.0,32859,509192,16914,559387,2550,0,125617,431220,559387,16.0,Financials,Public Sector Banks,1.27,Large Cap,23196.0,-514,-790,23196.0,-514.0,-790,23196.0,-514.0,-790.0,14.509344390361157,10953.0,2.019082942223959,Financial Sector Benchmark,0.8632663969666795,15.299320954269575,2.4280647306583907,False,383575,0.06514631194503984,22682.0,514.0,23196.0,509192,23.0,78.68085106382979,19.0,,False
270,BANKBARODA,Mar 2014,40463,27604,12049.0,809.0,2,5555,368,5996,18.0,5036,23.0,19.0,12.4459382645874,29.777821713664338,350,431.0,37416,616973,21284,676104,2849,0,122113,551142,676104,16.0,Financials,Public Sector Banks,1.27,Large Cap,42233.0,-730,5151,42233.0,-730.0,5151,42233.0,-730.0,5151.0,13.306206568552328,12051.0,1.840353074127241,Financial Sector Benchmark,0.744855820997953,16.301767643406347,2.169396939693969,False,494860,0.059847301598570636,41503.0,730.0,42233.0,616973,23.0,87.81206496519721,19.0,,False
271,BANKBARODA,Mar 2015,44915,30547,13466.0,902.0,2,5449,368,5983,36.0,3950,18.0,18.0,8.794389402204164,29.981075364577535,351,444.0,41574,665483,26465,733966,2978,0,124739,606248,733966,16.0,Financials,Public Sector Banks,1.27,Large Cap,17838.0,-556,-6,17838.0,-556.0,-6,17838.0,-556.0,-6.0,9.400733019182256,13468.0,1.9036015496797885,Financial Sector Benchmark,0.5381720679159525,15.838045599504975,2.4716461736098365,False,540744,0.06119493273530382,17282.0,556.0,17838.0,665483,18.0,94.63513513513513,18.0,,False
272,BANKBARODA,Mar 2016,45799,32107,25391.0,-11700.0,-26,5992,525,-6233,-19.0,-5033,-22.0,0.0,-10.98932291098059,55.440075110810284,352,462.0,42041,620536,28134,691173,6359,0,128894,555920,691173,16.0,Financials,Public Sector Banks,1.27,Large Cap,-10011.0,-4005,-616,-10011.0,-4005.0,-616,-10011.0,-4005.0,-616.0,-11.841517069383338,25365.0,3.825566821861157,Financial Sector Benchmark,-0.7281823798093965,14.599816483542337,4.233144192256342,False,491642,0.06626271570214692,-14016.0,4005.0,-10011.0,620536,-22.0,91.9978354978355,0.0,,False
273,BANKBARODA,Mar 2017,44473,29596,19250.0,-4372.0,-10,7937,540,3024,41.0,1855,8.0,15.0,4.171070087468801,43.28468958694039,353,462.0,42605,648499,27649,719216,5930,0,140716,572570,719216,16.0,Financials,Public Sector Banks,1.27,Large Cap,17865.0,-551,-198,17865.0,-551.0,-198,17865.0,-551.0,-198.0,4.307242204007709,19240.0,2.782091658641402,Financial Sector Benchmark,0.25791973482236213,15.057909768500243,2.4240897064382008,False,507783,0.06183538742185936,17314.0,551.0,17865.0,648499,8.0,93.21861471861472,15.0,,False
