id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin_pct,operating_profit_margin_pct,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id,broad_sector,sub_sector,index_weight_pct,market_cap_category,operating_activity_x,investing_activity_x,financing_activity_x,operating_activity_y,investing_activity_y,financing_activity_y,operating_activity,investing_activity,financing_activity,return_on_equity_pct,ebit,return_on_capital_employed_pct,roce_benchmark,return_on_assets_pct,debt_to_equity,interest_coverage,icr_warning,net_debt,asset_turnover,free_cash_flow_cr,capex_cr,cash_from_operations_cr,total_debt_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,icr_label,high_leverage_flag
274,BANKBARODA,Mar 2018,46056,29160,26093.0,-9197.0,-20,7992,901,-2106,-9.0,-1836,-7.0,0.0,-3.986451276706618,56.654941809970474,354,530.0,46036,672311,28919,747796,5532,0,175137,567126,747796,16.0,Financials,Public Sector Banks,1.27,Large Cap,-59692.0,-414,3413,-59692.0,-414.0,3413,-59692.0,-414.0,3413.0,-3.9427908774642444,26073.0,3.6269069673949788,Financial Sector Benchmark,-0.24552150586523597,14.437808701627796,3.2623873873873874,False,497174,0.061588989510508216,-60106.0,414.0,-59692.0,672311,-7.0,87.86037735849057,0.0,,False
275,BANKBARODA,Mar 2019,52906,32506,25815.0,-5414.0,-10,7887,948,1525,29.0,1166,4.0,0.0,2.203908819415567,48.79408762711223,355,530.0,54466,734456,30217,819670,7368,0,195716,616586,819670,16.0,Financials,Public Sector Banks,1.27,Large Cap,-1449.0,-2537,4449,-1449.0,-2537.0,4449,-1449.0,-2537.0,4449.0,2.1201541930322207,25805.0,3.268723114261538,Financial Sector Benchmark,0.14225236985616163,13.354716706669576,3.271839736274883,False,538740,0.06454548781826833,-3986.0,2537.0,-1449.0,734456,4.0,103.76603773584905,0.0,,False
276,BANKBARODA,Mar 2020,78895,50040,40583.0,-11728.0,-15,12191,1697,-1234,-99.0,981,2.0,0.0,1.2434248051207302,51.439254705621394,356,925.0,75179,1068981,54850,1199935,9268,0,289727,900941,1199935,16.0,Financials,Public Sector Banks,1.27,Large Cap,18531.0,-139,14729,18531.0,-139.0,14729,18531.0,-139.0,14729.0,1.2890255439924314,40568.0,3.542793766401621,Financial Sector Benchmark,0.08175442836486976,14.046318196152633,3.327700762857846,False,779254,0.06574939475888278,18392.0,139.0,18531.0,1068981,2.0,82.27459459459459,0.0,,False
277,BANKBARODA,Mar 2021,74314,43201,38070.0,-6957.0,-9,14687,1357,6373,77.0,1620,3.0,0.0,2.1799391770056786,51.22857065963344,357,1036.0,81354,1067173,53104,1202667,8441,0,281859,912367,1202667,16.0,Financials,Public Sector Banks,1.27,Large Cap,-887.0,-471,-986,-887.0,-471.0,-986,-887.0,-471.0,-986.0,1.9662580410243962,38061.0,3.3109103198345804,Financial Sector Benchmark,0.13470062785459316,12.95270057045758,2.591475454483557,False,785314,0.061791002829544674,-1358.0,471.0,-887.0,1067173,3.0,79.52702702702703,0.0,,False
278,BANKBARODA,Mar 2022,73385,38815,37518.0,-2948.0,-4,14395,1438,10008,23.0,7933,15.0,19.0,10.810111058118144,51.12488928255093,358,1036.0,90833,1185331,62922,1340121,11098,1,347587,981435,1340121,16.0,Financials,Public Sector Banks,1.27,Large Cap,6210.0,-3645,-998,6210.0,-3645.0,-998,6210.0,-3645.0,-998.0,8.635121749447583,37514.0,2.9372063889758846,Financial Sector Benchmark,0.5919614721357251,12.902404510770772,2.6060437651962487,False,837744,0.05475998062861488,2565.0,3645.0,6210.0,1185331,15.0,88.67664092664093,19.0,,False
279,BANKBARODA,Mar 2023,94503,49942,38231.0,6329.0,7,16275,2040,20565,29.0,15005,29.0,19.0,15.877802821074463,40.45480037670762,359,1036.0,104019,1342592,78224,1525871,9865,3,397487,1118516,1525871,16.0,Financials,Public Sector Banks,1.27,Large Cap,-21354.0,-1096,-5405,-21354.0,-1096.0,-5405,-21354.0,-1096.0,-5405.0,14.282994621864736,38238.0,2.641389786322218,Financial Sector Benchmark,0.9833727752870327,12.77989624482414,2.3494930875576037,False,945105,0.06193380698630487,-22450.0,1096.0,-21354.0,1342592,29.0,101.40444015444015,19.0,,False
280,BANKBARODA,Mar 2024,118379,69899,44379.0,4102.0,3,23399,1702,25799,29.0,18869,36.0,21.0,15.93948250956673,37.4889127294537,360,1036.0,118677,1453761,81302,1654775,9054,6,407136,1238579,1654775,16.0,Financials,Public Sector Banks,1.27,Large Cap,-6274.0,-1285,5476,-6274.0,-1285.0,5476,-6274.0,-1285.0,5476.0,15.761863790899902,44382.0,2.820637646379921,Financial Sector Benchmark,1.1402758683204666,12.143718727289434,1.8967477242617206,False,1046625,0.07153782236255685,-7559.0,1285.0,-6274.0,1453761,36.0,115.5530888030888,21.0,,False
360,CANBK,Mar 2013,34070,26198,7217.0,655.0,2,3308,191,3771,22.0,2995,12.0,19.0,8.790724977986498,21.182858820076316,439,443.0,24733,376040,18108,419324,2883,1,127534,288907,419324,23.0,Financials,Public Sector Banks,2.96,Large Cap,8010.0,-435,-1043,8010.0,-435.0,-1043,8010.0,-435.0,-1043.0,11.896250397203687,7219.0,1.7992801882277876,Financial Sector Benchmark,0.7142448321584265,14.936447410231967,2.1822853688029022,False,248506,0.08124982114069311,7575.0,435.0,8010.0,376040,12.0,56.830699774266364,19.0,,False
361,CANBK,Mar 2014,39570,30606,9636.0,-672.0,-2,4144,230,3242,20.0,2672,10.0,19.0,6.7525903462218855,24.351781652767247,440,461.0,29715,447913,23000,501090,6661,1,135445,358982,501090,23.0,Financials,Public Sector Banks,2.96,Large Cap,14244.0,-380,-3771,14244.0,-380.0,-3771,14244.0,-380.0,-3771.0,8.854718981972429,9634.0,2.01510597399229,Financial Sector Benchmark,0.5332375421580954,14.843352332979851,2.3248069498069497,False,312468,0.07896785008681076,13864.0,380.0,14244.0,447913,10.0,65.45770065075922,19.0,,False
362,CANBK,Mar 2015,43813,34133,10302.0,-621.0,-1,4733,429,3683,22.0,2931,11.0,17.0,6.689795266245178,23.513569032022456,441,475.0,32017,499488,26578,558558,6969,1,152122,399466,558558,23.0,Financials,Public Sector Banks,2.96,Large Cap,6344.0,-1104,-1464,6344.0,-1104.0,-1464,6344.0,-1104.0,-1464.0,9.020682014034225,10301.0,1.936350990638746,Financial Sector Benchmark,0.52474407313117,15.37264557429521,2.1764208747094864,False,347366,0.07843948166528812,5240.0,1104.0,6344.0,499488,11.0,68.4042105263158,17.0,,False
363,CANBK,Mar 2016,44039,34263,17785.0,-8008.0,-18,5266,172,-2914,-13.0,-2535,-9.0,0.0,-5.756261495492632,40.38465905220373,442,543.0,31867,506712,24603,563725,7206,0,152470,404049,563725,23.0,Financials,Public Sector Banks,2.96,Large Cap,9346.0,-443,-806,9346.0,-443.0,-806,9346.0,-443.0,-806.0,-7.821659981487196,17767.0,3.295543494793386,Financial Sector Benchmark,-0.44968734755421524,15.634433816723234,3.3739080896315987,False,354242,0.07812142445341257,8903.0,443.0,9346.0,506712,-9.0,59.68692449355433,0.0,,False
364,CANBK,Mar 2017,41457,31540,15691.0,-5775.0,-14,7852,331,1746,29.0,1411,5.0,4.0,3.403526545577345,37.84885544057698,443,597.0,34088,534858,26615,596159,7185,0,162073,426901,596159,23.0,Financials,Public Sector Banks,2.96,Large Cap,2575.0,-476,124,2575.0,-476.0,124,2575.0,-476.0,124.0,4.06804093988756,15677.0,2.7525577524436255,Financial Sector Benchmark,0.23668182481519193,15.420441112873,1.9965613856342332,False,372785,0.06954017300753658,2099.0,476.0,2575.0,534858,5.0,58.098827470686764,4.0,,False
365,CANBK,Mar 2018,41345,29113,25582.0,-13350.0,-32,7398,456,-6408,-36.0,-3873,-11.0,0.0,-9.367517233039061,61.874470915467406,444,733.0,36164,563756,30781,631435,8335,0,157444,465657,631435,23.0,Financials,Public Sector Banks,2.96,Large Cap,-11120.0,-487,2865,-11120.0,-487.0,2865,-11120.0,-487.0,2865.0,-10.496788356776973,25550.0,4.253703885604501,Financial Sector Benchmark,-0.6133647960597687,15.279182589370409,3.4536361178696944,False,406312,0.06547784015773594,-11607.0,487.0,-11120.0,563756,-11.0,50.336971350613915,0.0,,False
366,CANBK,Mar 2019,47951,32339,27202.0,-11590.0,-24,9907,429,-2111,-99.0,696,2.0,0.0,1.4514817209234425,56.72874392609122,445,753.0,36936,640166,33928,711783,8433,0,168678,534672,711783,23.0,Financials,Public Sector Banks,2.96,Large Cap,18237.0,-745,-1185,18237.0,-745.0,-1185,18237.0,-745.0,-1185.0,1.8466926689484995,27178.0,4.0094120423984485,Financial Sector Benchmark,0.09778261071141064,16.98548648146674,2.7433128091248613,False,471488,0.06736744204343177,17492.0,745.0,18237.0,640166,2.0,50.05179282868526,0.0,,False
367,CANBK,Mar 2020,49759,35817,26809.0,-12867.0,-26,11799,446,-1514,34.0,-1921,-4.0,0.0,-3.8606081311923472,53.87769046805603,446,1030.0,40176,668170,32064,741440,8323,0,192645,540472,741440,23.0,Financials,Public Sector Banks,2.96,Large Cap,-5289.0,-445,7792,-5289.0,-445.0,7792,-5289.0,-445.0,7792.0,-4.661942435567636,26783.0,3.7755717701190905,Financial Sector Benchmark,-0.2590904186447993,16.215356986846576,2.2699381303500297,False,475525,0.0671112969356927,-5734.0,445.0,-5289.0,668170,-4.0,40.005825242718444,0.0,,False
368,CANBK,Mar 2021,70253,45182,43437.0,-18367.0,-26,23086,838,3882,30.0,2957,4.0,0.0,4.2090729221527905,61.82938806883692,447,1647.0,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,23.0,Financials,Public Sector Banks,2.96,Large Cap,59118.0,-1116,290,59118.0,-1116.0,290,59118.0,-1116.0,290.0,4.73802275276398,43411.0,3.8642238616780364,Financial Sector Benchmark,0.25069094731844616,17.000448646050312,1.8804037078749025,False,774807,0.05955965885006019,58002.0,1116.0,59118.0,1060998,4.0,37.893139040680026,0.0,,False
369,CANBK,Mar 2022,70614,43035,41235.0,-13657.0,-19,23643,841,9145,37.0,6158,7.0,19.0,8.720650295975302,58.39493584841533,448,1814.0,68147,1132626,56202,1258789,11447,2,311347,935992,1258789,23.0,Financials,Public Sector Banks,2.96,Large Cap,919.0,-1429,4035,919.0,-1429.0,4035,919.0,-1429.0,4035.0,8.802046854676176,41216.0,3.4272780264546348,Financial Sector Benchmark,0.4892003346073091,16.18939123225797,1.7432643911517152,False,821279,0.056096772374083344,-510.0,1429.0,919.0,1132626,7.0,38.567254685777286,19.0,,False
370,CANBK,Mar 2023,85885,52990,42772.0,-9877.0,-12,25325,1021,14427,25.0,11345,12.0,19.0,13.209524363975083,49.80147872154625,449,1814.0,76240,1237160,65816,1381030,10334,0,352893,1017803,1381030,23.0,Financials,Public Sector Banks,2.96,Large Cap,-39978.0,-1156,445,-39978.0,-1156.0,445,-39978.0,-1156.0,445.0,14.534809234632434,42760.0,3.2511819369319364,Financial Sector Benchmark,0.821488309450193,15.850052527737208,1.6884501480750247,False,884267,0.06218909075110606,-41134.0,1156.0,-39978.0,1237160,12.0,43.02866593164278,19.0,,False
371,CANBK,Mar 2024,110519,72118,46146.0,-7745.0,-7,28646,902,20000,26.0,15401,17.0,19.0,13.935160470145405,41.753906568101414,450,1814.0,90319,1369780,73104,1535018,12331,0,399207,1123480,1535018,23.0,Financials,Public Sector Banks,2.96,Large Cap,15046.0,-1750,-3834,15046.0,-1750.0,-3834,15046.0,-1750.0,-3834.0,16.716051794688113,46139.0,3.1560701628619485,Financial Sector Benchmark,1.0033107103630055,14.867419925542423,1.6106611743349857,False,970573,0.0719985042520674,13296.0,1750.0,15046.0,1369780,17.0,50.78996692392503,19.0,,False
373,CHOLAFIN,Mar 2013,2570,1410,688.0,472.0,18,1,22,452,32.0,308,4.0,16.0,11.98443579766537,26.770428015564203,451,143.0,1809,15269,1007,18228,73,0,172,17984,18228,24.0,Financials,Consumer Finance,3.94,Large Cap,-3754.0,5,4067,-3754.0,5.0,4067,-3754.0,5.0,4067.0,15.778688524590164,706.0,4.099645781313513,Financial Sector Benchmark,1.6897081413210446,7.822233606557377,706.0,False,15097,0.14099188062321702,-3749.0,5.0,-3754.0,15269,4.0,13.65034965034965,16.0,,False
374,CHOLAFIN,Mar 2014,3279,1769,932.0,578.0,18,1,25,554,34.0,368,5.0,14.0,11.222933821286977,28.42329978652028,452,143.0,2144,18075,1182,21544,74,0,39,21431,21544,24.0,Financials,Consumer Finance,3.94,Large Cap,-2447.0,-83,2749,-2447.0,-83.0,2749,-2447.0,-83.0,2749.0,16.09094884127678,950.0,4.6655534819762305,Financial Sector Benchmark,1.708132194578537,7.903366856143419,950.0,False,18036,0.1522001485332343,-2530.0,83.0,-2447.0,18075,5.0,15.993006993006993,14.0,,False
375,CHOLAFIN,Mar 2015,3715,1958,1061.0,696.0,19,0,30,666,33.0,444,6.0,11.0,11.951547779273216,28.559892328398384,453,144.0,2531,19950,1243,23868,69,0,25,23775,23868,24.0,Financials,Consumer Finance,3.94,Large Cap,-2264.0,-40,1819,-2264.0,-40.0,1819,-2264.0,-40.0,1819.0,16.598130841121495,1080.0,4.773480662983425,Financial Sector Benchmark,1.860231271995978,7.457943925233645,,False,19925,0.15564772917714095,-2304.0,40.0,-2264.0,19950,6.0,18.57638888888889,11.0,Debt Free,False
376,CHOLAFIN,Mar 2016,4214,2048,1266.0,899.0,21,2,22,879,35.0,575,7.0,12.0,13.64499288087328,30.042714760322735,454,156.0,3514,22546,1673,27889,120,0,16,27753,27889,24.0,Financials,Consumer Finance,3.94,Large Cap,-2809.0,-137,3031,-2809.0,-137.0,3031,-2809.0,-137.0,3031.0,15.66757493188011,1287.0,4.909215746109246,Financial Sector Benchmark,2.0617447739252035,6.143324250681199,643.5,False,22530,0.15109899960557927,-2946.0,137.0,-2809.0,22546,7.0,23.525641025641026,12.0,,False
377,CHOLAFIN,Mar 2017,4694,2228,1322.0,1143.0,24,3,39,1107,35.0,718,9.0,12.0,15.296122709842352,28.163613123135917,455,156.0,4142,24071,2230,30598,150,0,182,30266,30598,24.0,Financials,Consumer Finance,3.94,Large Cap,-1468.0,-222,1692,-1468.0,-222.0,1692,-1468.0,-222.0,1692.0,16.70544439274081,1346.0,4.744615601536889,Financial Sector Benchmark,2.3465585986012156,5.600511865984179,448.6666666666667,False,23889,0.15340871952415192,-1690.0,222.0,-1468.0,24071,9.0,27.55128205128205,12.0,,False
378,CHOLAFIN,Mar 2018,5559,2657,1451.0,1451.0,26,0,51,1401,34.0,918,12.0,11.0,16.51376146788991,26.101816873538407,456,156.0,4969,38330,711,44167,170,4,23,43970,44167,24.0,Financials,Consumer Finance,3.94,Large Cap,-7926.0,-60,8009,-7926.0,-60.0,8009,-7926.0,-60.0,8009.0,17.912195121951218,1477.0,3.398918421355425,Financial Sector Benchmark,2.078474879434872,7.479024390243903,,False,38307,0.12586320103244503,-7986.0,60.0,-7926.0,38330,12.0,32.8525641025641,11.0,Debt Free,False
379,CHOLAFIN,Mar 2019,7108,3588,1632.0,1888.0,27,1,57,1832,35.0,1197,15.0,8.0,16.840180078784467,22.960045019696118,457,156.0,6052,50567,715,57490,167,14,42,57267,57490,24.0,Financials,Consumer Finance,3.94,Large Cap,-9317.0,-11,12191,-9317.0,-11.0,12191,-9317.0,-11.0,12191.0,19.281572164948454,1659.0,2.9220607661822986,Financial Sector Benchmark,2.0821012349973906,8.145457474226804,1659.0,False,50525,0.12363889372064707,-9328.0,11.0,-9317.0,50567,15.0,39.794871794871796,8.0,,False
380,CHOLAFIN,Mar 2020,8712,4592,2421.0,1699.0,20,0,111,1588,34.0,1054,13.0,13.0,12.098255280073463,27.789256198347108,458,164.0,8036,55005,853,64058,283,11,33,63732,64058,24.0,Financials,Consumer Finance,3.94,Large Cap,-2075.0,-54,2452,-2075.0,-54.0,2452,-2075.0,-54.0,2452.0,12.853658536585366,2441.0,3.8620362313108143,Financial Sector Benchmark,1.6453838708670268,6.707926829268293,,False,54972,0.13600174841549845,-2129.0,54.0,-2075.0,55005,13.0,50.0,13.0,Debt Free,False
381,CHOLAFIN,Mar 2021,9583,4576,2913.0,2094.0,22,56,102,2048,26.0,1521,19.0,11.0,15.871856412396953,30.397579046227698,459,164.0,9436,63730,1314,74644,228,10,1583,72823,74644,24.0,Financials,Consumer Finance,3.94,Large Cap,-8848.0,-1746,8707,-8848.0,-1746.0,8707,-8848.0,-1746.0,8707.0,15.84375,2935.0,4.002454657029865,Financial Sector Benchmark,2.0376721504742514,6.638541666666667,52.410714285714285,False,62147,0.12838272332672418,-10594.0,1746.0,-8848.0,63730,19.0,58.53658536585366,11.0,,False
382,CHOLAFIN,Mar 2022,10148,4298,2926.0,2924.0,29,84,101,2908,26.0,2154,26.0,8.0,21.225857311785575,28.83326763894363,460,164.0,11605,69174,1536,82478,259,37,2055,80127,82478,24.0,Financials,Consumer Finance,3.94,Large Cap,-5571.0,1640,5150,-5571.0,1640.0,5150,-5571.0,1640.0,5150.0,18.302319653326535,2955.0,3.6507171713427966,Financial Sector Benchmark,2.6116055190475036,5.87764465969921,35.17857142857143,False,67119,0.12303887097165304,-3931.0,1640.0,-5571.0,69174,26.0,71.76219512195122,8.0,,False
383,CHOLAFIN,Mar 2023,12884,5748,3621.0,3515.0,27,220,121,3615,26.0,2665,32.0,6.0,20.684570009313877,28.104625892579943,461,164.0,14182,97358,1923,113627,403,60,3562,109602,113627,24.0,Financials,Consumer Finance,3.94,Large Cap,-27105.0,-2148,27466,-27105.0,-2148.0,27466,-27105.0,-2148.0,27466.0,18.576606719643106,3648.0,3.265773830838645,Financial Sector Benchmark,2.3453932604046575,6.786421302105117,16.581818181818182,False,93796,0.113388543215961,-29253.0,2148.0,-27105.0,97358,32.0,87.47560975609755,6.0,,False
384,CHOLAFIN,Mar 2024,19163,9231,5385.0,4548.0,24,255,198,4605,26.0,3420,41.0,5.0,17.846892448990243,28.10102802275218,462,168.0,19425,134475,2618,156686,1563,13,4036,151075,156686,24.0,Financials,Consumer Finance,3.94,Large Cap,-35683.0,-2855,38471,-35683.0,-2855.0,38471,-35683.0,-2855.0,38471.0,17.455213596692694,5409.0,3.5107874445050236,Financial Sector Benchmark,2.1827093677801463,6.863420609401317,21.211764705882352,False,130439,0.12230192869816066,-38538.0,2855.0,-35683.0,134475,41.0,116.625,5.0,,False
568,HDFCBANK,Mar 2013,35861,19695,12631.0,3534.0,10,7133,663,10004,31.0,6903,14.0,19.0,19.249323777920306,35.22210758205293,656,476.0,36167,335588,35492,407723,2773,0,110960,293989,407723,39.0,Financials,Private Banks,1.06,Large Cap,-5847.0,-902,13105,-5847.0,-902.0,13105,-5847.0,-902.0,13105.0,18.838523046693776,12641.0,3.3960094672394296,Financial Sector Benchmark,1.6930612204854767,9.158311273640258,1.7721856161502874,False,224628,0.08795432192934909,-6749.0,902.0,-5847.0,335588,14.0,76.98109243697479,19.0,,False
569,HDFCBANK,Mar 2014,42555,23445,13508.0,5602.0,13,8298,689,13211,34.0,8768,18.0,19.0,20.60392433321584,31.742450945834804,657,480.0,43687,416677,42776,503620,3026,0,119571,381023,503620,39.0,Financials,Private Banks,1.06,Large Cap,4211.0,-1099,9270,4211.0,-1099.0,9270,4211.0,-1099.0,9270.0,19.851925645844183,13521.0,2.933964638793171,Financial Sector Benchmark,1.7409951947897222,9.434125025471506,1.6294287780187997,False,297106,0.08449823279456734,3112.0,1099.0,4211.0,416677,18.0,92.01458333333333,19.0,,False
570,HDFCBANK,Mar 2015,50666,27288,16164.0,7214.0,14,9546,680,16079,33.0,10703,21.0,19.0,21.12462006079027,31.903051355938892,658,501.0,62653,509762,34181,607097,3225,0,149454,454417,607097,39.0,Financials,Private Banks,1.06,Large Cap,-21281.0,-800,18694,-21281.0,-800.0,18694,-21281.0,-800.0,18694.0,16.947461760141874,16178.0,2.823799649512319,Financial Sector Benchmark,1.7629802156821726,8.071729423314437,1.6947412528807877,False,360308,0.08345618574955897,-22081.0,800.0,-21281.0,509762,21.0,126.0558882235529,19.0,,False
571,HDFCBANK,Mar 2016,63162,34070,20055.0,9037.0,14,11212,738,19511,34.0,12821,25.0,19.0,20.298597257844907,31.751686140400874,659,506.0,73798,649587,38321,762212,3667,0,193634,564912,762212,39.0,Financials,Private Banks,1.06,Large Cap,-34435.0,-837,37815,-34435.0,-837.0,37815,-34435.0,-837.0,37815.0,17.25479112833764,20069.0,2.7723787144749696,Financial Sector Benchmark,1.6820779520658296,8.742288436692506,1.7899571887263646,False,455953,0.08286670899959592,-35272.0,837.0,-34435.0,649587,25.0,146.84584980237153,19.0,,False
572,HDFCBANK,Mar 2017,73271,38042,23856.0,11374.0,16,12905,886,23393,35.0,15317,30.0,18.0,20.904587080836894,32.558583887213224,660,513.0,91281,741550,59000,892344,4000,0,210777,677567,892344,39.0,Financials,Private Banks,1.06,Large Cap,17282.0,-1146,-5893,17282.0,-1146.0,-5893,17282.0,-1146.0,-5893.0,16.686275791446064,23872.0,2.8646033330773366,Financial Sector Benchmark,1.7164905014209766,8.078414711201168,1.849825648973266,False,530773,0.08211071066763491,16136.0,1146.0,17282.0,741550,30.0,178.93567251461988,18.0,,False
573,HDFCBANK,Mar 2018,85288,42381,29532.0,13374.0,16,16057,967,28464,35.0,18561,36.0,18.0,21.76273332708001,34.62620767282619,661,519.0,109080,944817,48770,1103186,4008,0,238461,860717,1103186,39.0,Financials,Private Banks,1.06,Large Cap,17214.0,-842,57378,17214.0,-842.0,57378,17214.0,-842.0,57378.0,16.935373497933377,29548.0,2.8023095248934005,Financial Sector Benchmark,1.6824905319683174,8.620671721457313,1.840194307778539,False,706356,0.07731062576936255,16372.0,842.0,17214.0,944817,36.0,211.17341040462426,18.0,,False
574,HDFCBANK,Mar 2019,105161,53713,34856.0,16592.0,16,18947,1221,34318,35.0,22446,41.0,18.0,21.34441475451926,33.145367579235646,662,545.0,153128,1080235,58898,1292806,4369,0,289446,998991,1292806,39.0,Financials,Private Banks,1.06,Large Cap,-62872.0,-1503,23131,-62872.0,-1503.0,23131,-62872.0,-1503.0,23131.0,14.60633943503413,34872.0,2.8261426297584586,Financial Sector Benchmark,1.7362233776761555,7.02943913374503,1.8405024542143875,False,790789,0.0813432177759076,-64375.0,1503.0,-62872.0,1080235,41.0,281.96880733944954,18.0,,False
575,HDFCBANK,Mar 2020,122189,62137,45459.0,14593.0,12,24879,1277,38195,29.0,27296,50.0,5.0,22.339163099788035,37.203839952859916,663,548.0,175810,1333041,71430,1580830,4776,0,389305,1186750,1580830,39.0,Financials,Private Banks,1.06,Large Cap,-16869.0,-1403,24394,-16869.0,-1403.0,24394,-16869.0,-1403.0,24394.0,15.477608047267491,45471.0,3.0125235275762074,Financial Sector Benchmark,1.726687879152091,7.558721464294219,1.8276860002411672,False,943736,0.07729420620813117,-18272.0,1403.0,-16869.0,1333041,50.0,321.8211678832117,5.0,,False
576,HDFCBANK,Mar 2021,128552,59248,52457.0,16848.0,13,27333,1385,42796,26.0,31857,58.0,11.0,24.78141141328023,40.80605513722074,664,551.0,209259,1511418,78279,1799507,5248,0,438823,1355435,1799507,39.0,Financials,Private Banks,1.06,Large Cap,42476.0,-1823,-7321,42476.0,-1823.0,-7321,42476.0,-1823.0,-7321.0,15.183737667413375,52470.0,3.048404975982264,Financial Sector Benchmark,1.7703182038191572,7.20374624660407,1.9196575567994731,False,1072595,0.0714373436724614,40653.0,1823.0,42476.0,1511418,58.0,380.78039927404717,11.0,,False
577,HDFCBANK,Mar 2022,135936,58584,56557.0,20795.0,15,31759,1681,50873,25.0,38151,69.0,23.0,28.06541313559322,41.60560852165725,665,555.0,246772,1784970,90639,2122934,6432,0,449264,1667238,2122934,39.0,Financials,Private Banks,1.06,Large Cap,-11960.0,-2051,48124,-11960.0,-2051.0,48124,-11960.0,-2051.0,48124.0,15.425327602728373,56572.0,2.783648256135791,Financial Sector Benchmark,1.7970883692097823,7.217044641304831,1.7812903428949274,False,1335706,0.06403213665615605,-14011.0,2051.0,-11960.0,1784970,69.0,445.6342342342342,23.0,,False
578,HDFCBANK,Mar 2023,170754,77780,63042.0,29932.0,18,33912,2345,61498,25.0,46149,82.0,23.0,27.026599669700268,36.91977933167012,666,558.0,288880,2139212,101783,2530432,8431,0,511582,2010419,2530432,39.0,Financials,Private Banks,1.06,Large Cap,20814.0,-2992,23941,20814.0,-2992.0,23941,20814.0,-2992.0,23941.0,15.944347321360706,63060.0,2.596504230745476,Financial Sector Benchmark,1.8237597374677526,7.39091618930479,1.859518754423213,False,1627630,0.06748017729778946,17822.0,2992.0,20814.0,2139212,82.0,518.7060931899641,23.0,,False
579,HDFCBANK,Mar 2024,283649,154139,174196.0,-44685.0,-16,124346,3092,76569,15.0,65446,84.0,23.0,23.07288232992184,61.41252040373843,667,760.0,455636,3107503,466296,4030194,12604,0,1005682,3011909,4030194,39.0,Financials,Private Banks,1.06,Large Cap,19069.0,16600,-3983,19069.0,16600.0,-3983,19069.0,16600.0,-3983.0,14.33974005030719,174180.0,4.887343889375092,Financial Sector Benchmark,1.6238920508541275,6.808786667718385,1.4007688224792112,True,2101821,0.07038097917866981,35669.0,16600.0,19069.0,3107503,84.0,600.521052631579,23.0,,False
581,HDFCLIFE,Mar 2013,14060,15,13535.0,525.0,4,28,35,502,11.0,447,2.0,0.0,3.1792318634423897,96.26600284495022,668,1995.0,-658,0,40581,41918,252,29,40404,1232,41918,40.0,Financials,Life Insurance,0.93,Large Cap,,,,,,,,,,33.43305908750935,13539.0,1012.64023934181,Financial Sector Benchmark,1.0663676702132736,0.0,483.5357142857143,False,-40404,0.33541676606708337,,,,0,2.0,0.6701754385964912,0.0,,False
582,HDFCLIFE,Mar 2014,17166,11,16561.0,605.0,4,241,41,794,9.0,725,4.0,14.0,4.223464988931609,96.47559128509845,669,1995.0,-67,0,50347,52275,279,10,50527,1458,52275,40.0,Financials,Life Insurance,0.93,Large Cap,,,,,,,,,,37.60373443983403,16565.0,859.1804979253112,Financial Sector Benchmark,1.3868962219033953,0.0,68.7344398340249,False,-50527,0.3283787661406026,,,,0,4.0,0.9664160401002506,14.0,,False
583,HDFCLIFE,Mar 2015,27215,-14,26341.0,874.0,3,79,43,924,15.0,786,4.0,18.0,2.8881131728826013,96.78853573397024,670,1995.0,546,0,66767,69309,346,6,67024,1932,69309,40.0,Financials,Life Insurance,0.93,Large Cap,4459.0,-3514,-168,4459.0,-3514.0,-168,4459.0,-3514.0,-168.0,30.932703659976386,26344.0,1036.7571822117277,Financial Sector Benchmark,1.1340518547374798,0.0,333.46835443037975,False,-67024,0.3926618476676911,945.0,3514.0,4459.0,0,4.0,1.2736842105263158,18.0,,False
584,HDFCLIFE,Mar 2016,18141,8,17187.0,953.0,5,108,45,1008,19.0,817,4.0,22.0,4.503610605810043,94.74119398048619,671,1995.0,1108,0,73441,76544,335,12,74144,2053,76544,40.0,Financials,Life Insurance,0.93,Large Cap,5687.0,-3962,-212,5687.0,-3962.0,-212,5687.0,-3962.0,-212.0,26.32935868514341,17192.0,554.0444730905575,Financial Sector Benchmark,1.067359949832776,0.0,159.1851851851852,False,-74144,0.23700094063545152,1725.0,3962.0,5687.0,0,4.0,1.5553884711779449,22.0,,False
585,HDFCLIFE,Mar 2017,30647,9,29674.0,972.0,3,139,41,1061,16.0,887,4.0,25.0,2.8942473977877117,96.82513786014944,672,1998.0,1828,0,91270,95097,337,16,91723,3020,95097,40.0,Financials,Life Insurance,0.93,Large Cap,6230.0,-5177,-236,6230.0,-5177.0,-236,6230.0,-5177.0,-236.0,23.183481442760062,29677.0,775.6664924202822,Financial Sector Benchmark,0.9327318422242553,0.0,213.50359712230215,False,-91723,0.32227094440413473,1053.0,5177.0,6230.0,0,4.0,1.914914914914915,25.0,,False
