id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,year_num,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag
61,ABB,Dec 2012,1653,1451,202,12,33,0,19,215,33,145,68.0,25,2012,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
62,ABB,Mar 2014,2276,2009,267,12,49,0,22,295,33,198,93.0,25,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
63,ABB,Mar 2015,2289,1977,312,14,48,0,15,344,34,229,108.0,29,2015,11.46,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.45,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.67,NORMAL,,INSUFFICIENT,,INSUFFICIENT
64,ABB,Mar 2016,2614,2250,365,14,50,3,14,398,36,255,120.0,29,2016,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
65,ABB,Mar 2017,2903,2505,398,14,57,2,16,436,37,277,130.0,31,2017,8.45,NORMAL,11.92,NORMAL,,INSUFFICIENT,11.84,NORMAL,13.82,NORMAL,,INSUFFICIENT,11.81,NORMAL,13.84,NORMAL,,INSUFFICIENT
66,ABB,Mar 2018,3298,2774,525,16,117,4,16,621,35,401,189.0,29,2018,12.95,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.53,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.51,NORMAL,,INSUFFICIENT,,INSUFFICIENT
67,ABB,Mar 2019,3679,3074,605,16,113,2,17,699,36,450,212.0,31,2019,12.07,NORMAL,10.08,NORMAL,,INSUFFICIENT,20.84,NORMAL,17.84,NORMAL,,INSUFFICIENT,20.89,NORMAL,17.92,NORMAL,,INSUFFICIENT
68,ABB,Mar 2020,4093,3336,757,18,114,9,60,803,26,593,279.0,90,2020,12.13,NORMAL,12.33,NORMAL,,INSUFFICIENT,28.88,NORMAL,20.96,NORMAL,,INSUFFICIENT,28.99,NORMAL,20.9,NORMAL,,INSUFFICIENT
69,ABB,Mar 2021,4310,3388,922,21,81,18,58,926,25,691,325.0,85,2021,9.33,NORMAL,10.52,NORMAL,,INSUFFICIENT,19.89,NORMAL,22.06,NORMAL,,INSUFFICIENT,19.8,NORMAL,22.05,NORMAL,,INSUFFICIENT
70,ABB,Mar 2022,4913,3832,1082,22,83,19,66,1080,26,799,376.0,73,2022,10.12,NORMAL,11.1,NORMAL,11.51,NORMAL,21.09,NORMAL,23.6,NORMAL,18.61,NORMAL,21.05,NORMAL,23.67,NORMAL,18.65,NORMAL
71,ABB,Mar 2023,5349,4143,1206,23,154,16,70,1274,25,949,447.0,73,2023,9.33,NORMAL,10.16,NORMAL,,INSUFFICIENT,16.97,NORMAL,18.8,NORMAL,,INSUFFICIENT,17.01,NORMAL,18.79,NORMAL,,INSUFFICIENT
72,ABB,Mar 2024,5849,4396,1453,25,248,12,71,1618,26,1201,565.0,73,2024,10.71,NORMAL,9.72,NORMAL,9.9,NORMAL,20.23,NORMAL,21.69,NORMAL,19.75,NORMAL,20.24,NORMAL,21.66,NORMAL,19.77,NORMAL
86,ADANIENSOL,Mar 2014,0,0,0,,0,0,0,0,0,0,0.0,,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
87,ADANIENSOL,Mar 2015,131,29,101,78,3,73,37,-5,34,-7,0.0,0,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
88,ADANIENSOL,Mar 2016,2194,267,1927,88,70,957,560,480,23,368,3.0,0,2016,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
89,ADANIENSOL,Mar 2017,2876,893,1983,69,22,904,569,532,22,416,4.0,0,2017,,ZERO_BASE,,INSUFFICIENT,,INSUFFICIENT,,ZERO_BASE,,INSUFFICIENT,,INSUFFICIENT,,ZERO_BASE,,INSUFFICIENT,,INSUFFICIENT
90,ADANIENSOL,Mar 2018,3944,1118,2826,72,111,886,579,1472,22,1143,10.0,0,2018,211.09,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT,,ZERO_BASE,,INSUFFICIENT,,INSUFFICIENT
91,ADANIENSOL,Mar 2019,7305,4528,2778,38,336,1391,882,840,33,559,5.0,0,2019,49.32,NORMAL,,ZERO_BASE,,INSUFFICIENT,14.95,NORMAL,,ZERO_BASE,,INSUFFICIENT,18.56,NORMAL,,ZERO_BASE,,INSUFFICIENT
92,ADANIENSOL,Mar 2020,11416,7158,4258,37,261,2238,1174,1107,36,706,7.0,0,2020,58.33,NORMAL,144.37,NORMAL,,INSUFFICIENT,19.28,NORMAL,,TURNAROUND,,INSUFFICIENT,20.51,NORMAL,,ZERO_BASE,,INSUFFICIENT
93,ADANIENSOL,Mar 2021,9926,5976,3950,40,1115,2117,1329,1620,20,1290,11.0,0,2021,36.02,NORMAL,35.24,NORMAL,,INSUFFICIENT,4.12,NORMAL,28.51,NORMAL,,INSUFFICIENT,3.23,NORMAL,29.67,NORMAL,,INSUFFICIENT
94,ADANIENSOL,Mar 2022,11258,7051,4206,37,1286,2365,1427,1700,27,1236,11.0,0,2022,15.51,NORMAL,31.38,NORMAL,,INSUFFICIENT,30.28,NORMAL,24.33,NORMAL,,INSUFFICIENT,30.06,NORMAL,22.42,NORMAL,,INSUFFICIENT
95,ADANIENSOL,Mar 2023,13293,8775,4518,34,1583,2781,1608,1712,25,1281,11.0,0,2023,5.2,NORMAL,27.51,NORMAL,,INSUFFICIENT,21.97,NORMAL,2.31,NORMAL,,INSUFFICIENT,16.26,NORMAL,1.92,NORMAL,,INSUFFICIENT
96,ADANIENSOL,Mar 2024,16607,10896,5711,30,611,2767,1776,1780,33,1196,10.0,0,2024,18.72,NORMAL,17.85,NORMAL,,ZERO_BASE,-2.49,NORMAL,16.43,NORMAL,,ZERO_BASE,-3.13,NORMAL,14.87,NORMAL,,ZERO_BASE
98,ADANIENT,Mar 2013,46375,40354,6021,13,1775,3492,2298,2005,39,1218,15.0,10,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
99,ADANIENT,Mar 2014,54947,45564,9383,17,1157,5703,3223,1614,-64,2646,20.0,7,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
100,ADANIENT,Mar 2015,64465,52015,12450,19,792,7056,3522,2663,14,2298,18.0,8,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
101,ADANIENT,Mar 2016,34008,32325,1684,5,1044,1357,314,1056,7,1000,9.0,4,2016,-9.82,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-6.36,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-15.66,NORMAL,,INSUFFICIENT,,INSUFFICIENT
102,ADANIENT,Mar 2017,36533,34631,1902,5,749,1257,315,1079,25,925,9.0,4,2017,-12.72,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-29.55,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-23.37,NORMAL,,INSUFFICIENT,,INSUFFICIENT
103,ADANIENT,Mar 2018,35924,33886,2038,6,363,1250,664,487,23,594,7.0,6,2018,-17.71,NORMAL,-4.98,NORMAL,,INSUFFICIENT,-36.3,NORMAL,-13.38,NORMAL,,INSUFFICIENT,-27.01,NORMAL,-14.14,NORMAL,,INSUFFICIENT
104,ADANIENT,Mar 2019,40379,38409,1969,5,504,1625,390,459,32,506,7.0,6,2019,5.89,NORMAL,-5.98,NORMAL,,INSUFFICIENT,-20.31,NORMAL,-28.17,NORMAL,,INSUFFICIENT,-8.04,NORMAL,-18.94,NORMAL,,INSUFFICIENT
105,ADANIENT,Mar 2020,43403,41108,2294,5,872,1572,472,1122,29,1040,10.0,10,2020,5.91,NORMAL,-7.61,NORMAL,,INSUFFICIENT,3.98,NORMAL,-14.66,NORMAL,,INSUFFICIENT,3.57,NORMAL,-11.09,NORMAL,,INSUFFICIENT
106,ADANIENT,Mar 2021,39537,37031,2506,6,494,1377,537,1086,31,1046,8.0,12,2021,3.25,NORMAL,3.06,NORMAL,,INSUFFICIENT,20.76,NORMAL,0.9,NORMAL,,INSUFFICIENT,4.55,NORMAL,-2.33,NORMAL,,INSUFFICIENT
107,ADANIENT,Mar 2022,69420,65707,3714,5,1012,2526,1248,952,50,788,7.0,14,2022,19.8,NORMAL,13.7,NORMAL,,INSUFFICIENT,15.91,NORMAL,-3.16,NORMAL,,INSUFFICIENT,0.0,NORMAL,-4.9,NORMAL,,INSUFFICIENT
108,ADANIENT,Mar 2023,127540,118722,8818,7,834,3969,2436,3247,32,2422,22.0,6,2023,43.23,NORMAL,28.84,NORMAL,10.65,NORMAL,32.55,NORMAL,32.46,NORMAL,7.12,NORMAL,30.06,NORMAL,25.74,NORMAL,3.9,NORMAL
109,ADANIENT,Mar 2024,96421,85044,11377,12,1146,4555,3042,4926,33,3335,28.0,5,2024,34.6,NORMAL,19.02,NORMAL,5.78,NORMAL,47.18,NORMAL,45.81,NORMAL,2.34,NORMAL,51.83,NORMAL,31.95,NORMAL,3.42,NORMAL
111,ADANIGREEN,Mar 2017,502,98,403,80,80,334,333,-184,-75,-47,0.0,0,2017,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
112,ADANIGREEN,Mar 2018,1480,637,843,57,42,552,543,-210,-35,-138,-1.0,0,2018,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
113,ADANIGREEN,Mar 2019,2058,532,1526,74,73,1121,1062,-585,-19,-475,-3.0,0,2019,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
114,ADANIGREEN,Mar 2020,2549,1098,1450,57,-111,995,394,-50,23,-68,0.0,0,2020,71.88,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,BOTH_NEGATIVE,,INSUFFICIENT,,INSUFFICIENT,,ZERO_BASE,,INSUFFICIENT,,INSUFFICIENT
115,ADANIGREEN,Mar 2021,3124,883,2241,72,391,1953,486,193,6,182,1.0,0,2021,28.28,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT
116,ADANIGREEN,Mar 2022,5133,1621,3512,68,507,2617,849,553,12,489,3.0,0,2022,35.62,NORMAL,59.2,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,TURNAROUND,,ZERO_BASE,,INSUFFICIENT
117,ADANIGREEN,Mar 2023,7776,2806,4970,64,667,2911,1300,1426,32,973,6.0,0,2023,45.03,NORMAL,39.35,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,ZERO_BASE,,TURNAROUND,,INSUFFICIENT
118,ADANIGREEN,Mar 2024,9220,1902,7318,79,1262,5006,1903,1671,25,1260,7.0,0,2024,43.44,NORMAL,34.98,NORMAL,,INSUFFICIENT,90.59,NORMAL,,TURNAROUND,,INSUFFICIENT,91.29,NORMAL,,TURNAROUND,,INSUFFICIENT
120,ADANIPORTS,Mar 2013,3577,1195,2382,67,344,542,422,1762,7,1639,8.0,12,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
121,ADANIPORTS,Mar 2014,4830,1910,2919,60,685,977,649,1978,12,1741,8.0,12,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
122,ADANIPORTS,Mar 2015,6152,2250,3902,63,686,1175,912,2501,7,2324,11.0,10,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
123,ADANIPORTS,Mar 2016,7109,2532,4577,64,730,1124,1063,3119,9,2856,14.0,8,2016,25.73,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.34,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.51,NORMAL,,INSUFFICIENT,,INSUFFICIENT
124,ADANIPORTS,Mar 2017,8439,3021,5418,64,1037,1116,1160,4179,7,3902,19.0,7,2017,20.44,NORMAL,,INSUFFICIENT,,INSUFFICIENT,30.87,NORMAL,,INSUFFICIENT,,INSUFFICIENT,33.42,NORMAL,,INSUFFICIENT,,INSUFFICIENT
125,ADANIPORTS,Mar 2018,11323,4166,7157,63,844,1579,1188,5234,30,3690,18.0,11,2018,22.55,NORMAL,25.92,NORMAL,,INSUFFICIENT,16.66,NORMAL,17.62,NORMAL,,INSUFFICIENT,17.84,NORMAL,17.61,NORMAL,,INSUFFICIENT
126,ADANIPORTS,Mar 2019,10925,4330,6596,60,1289,1385,1373,5126,21,4045,19.0,1,2019,15.4,NORMAL,17.73,NORMAL,,INSUFFICIENT,12.3,NORMAL,18.37,NORMAL,,INSUFFICIENT,10.72,NORMAL,18.89,NORMAL,,INSUFFICIENT
127,ADANIPORTS,Mar 2020,11873,5926,5947,50,1928,1951,1680,4244,11,3785,19.0,17,2020,12.05,NORMAL,14.05,NORMAL,,INSUFFICIENT,-1.01,NORMAL,10.25,NORMAL,,INSUFFICIENT,0.0,NORMAL,11.55,NORMAL,,INSUFFICIENT
128,ADANIPORTS,Mar 2021,12550,3862,8688,69,1967,2255,2107,6292,20,5049,25.0,20,2021,3.49,NORMAL,12.04,NORMAL,,INSUFFICIENT,11.02,NORMAL,12.07,NORMAL,,INSUFFICIENT,11.57,NORMAL,12.3,NORMAL,,INSUFFICIENT
129,ADANIPORTS,Mar 2022,17119,7591,9528,56,1832,2544,3099,5717,13,4953,23.0,22,2022,16.15,NORMAL,15.2,NORMAL,,INSUFFICIENT,6.98,NORMAL,4.89,NORMAL,,INSUFFICIENT,6.58,NORMAL,3.9,NORMAL,,INSUFFICIENT
130,ADANIPORTS,Mar 2023,20852,9905,10947,52,327,2363,3425,5487,2,5391,25.0,20,2023,20.65,NORMAL,12.99,NORMAL,19.28,NORMAL,12.51,NORMAL,7.88,NORMAL,12.64,NORMAL,9.58,NORMAL,6.79,NORMAL,12.07,NORMAL
131,ADANIPORTS,Mar 2024,26711,11121,15589,58,671,2733,3888,9639,16,8104,38.0,16,2024,28.63,NORMAL,19.58,NORMAL,18.65,NORMAL,17.08,NORMAL,14.91,NORMAL,16.62,NORMAL,14.98,NORMAL,14.87,NORMAL,16.86,NORMAL
133,ADANIPORTS,Mar 2013,3577,1195,2382,67,344,542,422,1762,7,1639,8.0,12,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
134,ADANIPORTS,Mar 2014,4830,1910,2919,60,685,977,649,1978,12,1741,8.0,12,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
135,ADANIPORTS,Mar 2015,6152,2250,3902,63,686,1175,912,2501,7,2324,11.0,10,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
136,ADANIPORTS,Mar 2016,7109,2532,4577,64,730,1124,1063,3119,9,2856,14.0,8,2016,25.73,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.34,NORMAL,,INSUFFICIENT,,INSUFFICIENT,20.51,NORMAL,,INSUFFICIENT,,INSUFFICIENT
137,ADANIPORTS,Mar 2017,8439,3021,5418,64,1037,1116,1160,4179,7,3902,19.0,7,2017,20.44,NORMAL,,INSUFFICIENT,,INSUFFICIENT,30.87,NORMAL,,INSUFFICIENT,,INSUFFICIENT,33.42,NORMAL,,INSUFFICIENT,,INSUFFICIENT
138,ADANIPORTS,Mar 2018,11323,4166,7157,63,844,1579,1188,5234,30,3690,18.0,11,2018,22.55,NORMAL,25.92,NORMAL,,INSUFFICIENT,16.66,NORMAL,17.62,NORMAL,,INSUFFICIENT,17.84,NORMAL,17.61,NORMAL,,INSUFFICIENT
139,ADANIPORTS,Mar 2019,10925,4330,6596,60,1289,1385,1373,5126,21,4045,19.0,1,2019,15.4,NORMAL,17.73,NORMAL,,INSUFFICIENT,12.3,NORMAL,18.37,NORMAL,,INSUFFICIENT,10.72,NORMAL,18.89,NORMAL,,INSUFFICIENT
140,ADANIPORTS,Mar 2020,11873,5926,5947,50,1928,1951,1680,4244,11,3785,19.0,17,2020,12.05,NORMAL,14.05,NORMAL,,INSUFFICIENT,-1.01,NORMAL,10.25,NORMAL,,INSUFFICIENT,0.0,NORMAL,11.55,NORMAL,,INSUFFICIENT
141,ADANIPORTS,Mar 2021,12550,3862,8688,69,1967,2255,2107,6292,20,5049,25.0,20,2021,3.49,NORMAL,12.04,NORMAL,,INSUFFICIENT,11.02,NORMAL,12.07,NORMAL,,INSUFFICIENT,11.57,NORMAL,12.3,NORMAL,,INSUFFICIENT
142,ADANIPORTS,Mar 2022,17119,7591,9528,56,1832,2544,3099,5717,13,4953,23.0,22,2022,16.15,NORMAL,15.2,NORMAL,,INSUFFICIENT,6.98,NORMAL,4.89,NORMAL,,INSUFFICIENT,6.58,NORMAL,3.9,NORMAL,,INSUFFICIENT
143,ADANIPORTS,Mar 2023,20852,9905,10947,52,327,2363,3425,5487,2,5391,25.0,20,2023,20.65,NORMAL,12.99,NORMAL,19.28,NORMAL,12.51,NORMAL,7.88,NORMAL,12.64,NORMAL,9.58,NORMAL,6.79,NORMAL,12.07,NORMAL
144,ADANIPORTS,Mar 2024,26711,11121,15589,58,671,2733,3888,9639,16,8104,38.0,16,2024,28.63,NORMAL,19.58,NORMAL,18.65,NORMAL,17.08,NORMAL,14.91,NORMAL,16.62,NORMAL,14.98,NORMAL,14.87,NORMAL,16.86,NORMAL
146,ADANIPOWER,Mar 2013,6692,5732,960,14,215,1703,1290,-1818,26,-2295,-10.0,0,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
147,ADANIPOWER,Mar 2014,15328,10735,4593,30,137,4162,1937,-1370,-79,-291,-1.0,0,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
148,ADANIPOWER,Mar 2015,18683,14005,4678,25,1188,4864,1818,-816,0,-816,-3.0,0,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
149,ADANIPOWER,Mar 2016,25377,16575,8802,35,-201,5560,2666,375,-47,551,2.0,0,2016,55.94,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT
150,ADANIPOWER,Mar 2017,22616,16635,5980,26,-3666,5902,2672,-6260,-1,-6174,-16.0,0,2017,13.84,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,BOTH_NEGATIVE,,INSUFFICIENT,,INSUFFICIENT,,BOTH_NEGATIVE,,INSUFFICIENT,,INSUFFICIENT
151,ADANIPOWER,Mar 2018,20304,14868,5436,27,754,5570,2699,-2079,0,-2103,-5.0,0,2018,2.81,NORMAL,24.85,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT
152,ADANIPOWER,Mar 2019,23884,18901,4983,21,2448,5657,2751,-976,1,-984,-3.0,0,2019,-2.0,NORMAL,9.28,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,BOTH_NEGATIVE,,INSUFFICIENT,,DECLINE_TO_LOSS,,BOTH_NEGATIVE,,INSUFFICIENT
153,ADANIPOWER,Mar 2020,26468,20734,5734,22,323,5315,3006,-2265,0,-2275,-6.0,0,2020,5.38,NORMAL,7.21,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT
154,ADANIPOWER,Mar 2021,26221,17533,8688,33,1909,5106,3202,2289,45,1270,3.0,0,2021,8.9,NORMAL,0.66,NORMAL,,INSUFFICIENT,,TURNAROUND,18.18,NORMAL,,INSUFFICIENT,,TURNAROUND,8.45,NORMAL,,INSUFFICIENT
155,ADANIPOWER,Mar 2022,27711,17830,9881,36,3908,4095,3118,6577,25,4912,13.0,0,2022,5.08,NORMAL,4.15,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT
156,ADANIPOWER,Mar 2023,38773,28677,10096,26,4216,3334,3304,7675,-40,10727,28.0,0,2023,13.57,NORMAL,13.81,NORMAL,19.21,NORMAL,,TURNAROUND,,TURNAROUND,,TURNAROUND,,TURNAROUND,,TURNAROUND,,TURNAROUND
157,ADANIPOWER,Mar 2024,50351,32124,18228,36,9883,3388,3931,20792,0,20829,54.0,0,2024,24.29,NORMAL,16.09,NORMAL,12.63,NORMAL,154.07,NORMAL,,TURNAROUND,,TURNAROUND,162.07,NORMAL,,TURNAROUND,,TURNAROUND
159,AMBUJACEM,Dec 2012,9749,7276,2473,25,69,78,569,1896,32,1292,8.0,43,2012,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
160,AMBUJACEM,Dec 2013,9161,7492,1669,18,390,67,494,1498,15,1278,8.0,44,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
161,AMBUJACEM,Dec 2014,9955,8022,1934,19,419,66,513,1774,16,1487,10.0,46,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
162,AMBUJACEM,Dec 2015,9437,7895,1542,16,353,92,630,1173,31,808,5.0,54,2015,-1.08,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-14.48,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-14.5,NORMAL,,INSUFFICIENT,,INSUFFICIENT
163,AMBUJACEM,Dec 2016,20094,16913,3181,16,441,153,1461,2008,29,1434,6.0,50,2016,29.93,NORMAL,,INSUFFICIENT,,INSUFFICIENT,3.91,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-9.14,NORMAL,,INSUFFICIENT,,INSUFFICIENT
164,AMBUJACEM,Dec 2017,23609,19751,3858,16,335,206,1219,2768,30,1945,8.0,47,2017,33.36,NORMAL,19.35,NORMAL,,INSUFFICIENT,9.36,NORMAL,8.53,NORMAL,,INSUFFICIENT,-7.17,NORMAL,0.0,NORMAL,,INSUFFICIENT
165,AMBUJACEM,Dec 2018,26041,22030,4011,15,232,170,1154,2919,-2,2973,11.0,14,2018,40.26,NORMAL,23.24,NORMAL,,INSUFFICIENT,54.38,NORMAL,18.39,NORMAL,,INSUFFICIENT,30.06,NORMAL,6.58,NORMAL,,INSUFFICIENT
166,AMBUJACEM,Dec 2019,27104,22507,4597,17,601,170,1153,3875,28,2783,11.0,14,2019,10.49,NORMAL,22.18,NORMAL,,INSUFFICIENT,24.73,NORMAL,13.35,NORMAL,,INSUFFICIENT,22.39,NORMAL,1.92,NORMAL,,INSUFFICIENT
167,AMBUJACEM,Dec 2020,24516,19511,5006,20,288,140,1162,3992,22,3107,12.0,151,2020,1.26,NORMAL,21.04,NORMAL,,INSUFFICIENT,16.9,NORMAL,30.91,NORMAL,,INSUFFICIENT,14.47,NORMAL,19.14,NORMAL,,INSUFFICIENT
168,AMBUJACEM,Dec 2021,28965,22755,6210,21,252,146,1152,5164,28,3711,14.0,45,2021,3.61,NORMAL,7.59,NORMAL,,INSUFFICIENT,7.67,NORMAL,20.95,NORMAL,,INSUFFICIENT,8.37,NORMAL,18.47,NORMAL,,INSUFFICIENT
169,AMBUJACEM,Mar 2023 15,38937,33815,5122,13,447,195,1645,3729,19,3024,13.0,19,2023,16.67,NORMAL,8.38,NORMAL,15.57,NORMAL,-0.9,NORMAL,0.34,NORMAL,8.99,NORMAL,2.7,NORMAL,3.4,NORMAL,4.97,NORMAL
170,AMBUJACEM,Mar 2024,33160,26760,6400,19,1401,276,1623,5901,20,4738,16.0,12,2024,4.61,NORMAL,4.12,NORMAL,12.79,NORMAL,8.48,NORMAL,11.23,NORMAL,12.29,NORMAL,4.55,NORMAL,7.78,NORMAL,4.81,NORMAL
172,APOLLOHOSP,Mar 2013,3769,3157,612,16,33,103,142,399,26,303,22.0,25,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
