id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,year_num,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag
1077,SBIN,Mar 2021,278115,192821,-70715,-25,107222,156010,3711,32796,26,23888,25.0,16,2021,6.7,NORMAL,4.74,NORMAL,,INSUFFICIENT,,TURNAROUND,12.91,NORMAL,,INSUFFICIENT,,TURNAROUND,9.34,NORMAL,,INSUFFICIENT
1078,SBIN,Mar 2022,289973,197349,-63570,-22,117000,156194,3691,49739,27,37183,40.0,18,2022,4.61,NORMAL,4.7,NORMAL,,INSUFFICIENT,123.04,NORMAL,,TURNAROUND,,INSUFFICIENT,137.13,NORMAL,,ZERO_BASE,,INSUFFICIENT
1079,SBIN,Mar 2023,350845,204303,-43439,-12,122534,189981,3696,75399,25,57750,62.0,18,2023,9.14,NORMAL,8.91,NORMAL,7.64,NORMAL,39.79,NORMAL,,TURNAROUND,12.02,NORMAL,41.25,NORMAL,,TURNAROUND,9.08,NORMAL
1080,SBIN,Mar 2024,439189,239750,-60297,-14,155386,259736,3849,91240,25,69543,75.0,18,2024,16.45,NORMAL,11.63,NORMAL,8.79,NORMAL,42.79,NORMAL,83.41,NORMAL,16.73,NORMAL,44.22,NORMAL,90.37,NORMAL,14.72,NORMAL
1082,SHREECEM,Jun 2013,5418,3857,1561,29,187,193,436,1119,10,1004,288.0,7,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1083,SHREECEM,Jun 2014,5715,4325,1390,24,104,129,550,815,3,787,226.0,10,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1084,SHREECEM,Jun 2015,6259,4916,1344,21,102,121,925,401,-6,426,122.0,20,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1085,SHREECEM,Mar 2016 9m,5514,4107,1407,26,673,76,828,1176,3,1143,328.0,7,2016,0.59,NORMAL,,INSUFFICIENT,,INSUFFICIENT,4.42,NORMAL,,INSUFFICIENT,,INSUFFICIENT,4.43,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1086,SHREECEM,Mar 2017,8594,6081,2513,29,362,129,1215,1531,13,1339,384.0,36,2017,14.57,NORMAL,,INSUFFICIENT,,INSUFFICIENT,19.38,NORMAL,,INSUFFICIENT,,INSUFFICIENT,19.33,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1087,SHREECEM,Mar 2018,9833,7360,2473,25,389,135,899,1827,24,1384,397.0,13,2018,16.25,NORMAL,12.66,NORMAL,,INSUFFICIENT,48.11,NORMAL,6.63,NORMAL,,INSUFFICIENT,48.19,NORMAL,6.63,NORMAL,,INSUFFICIENT
1088,SHREECEM,Mar 2019,12555,9758,2797,22,69,248,1472,1146,11,1015,289.0,21,2019,31.56,NORMAL,17.05,NORMAL,,INSUFFICIENT,-3.88,NORMAL,5.22,NORMAL,,INSUFFICIENT,-4.13,NORMAL,5.04,NORMAL,,INSUFFICIENT
1089,SHREECEM,Mar 2020,12868,9098,3771,29,263,291,1808,1934,20,1544,426.0,26,2020,14.4,NORMAL,15.51,NORMAL,,INSUFFICIENT,4.86,NORMAL,29.37,NORMAL,,INSUFFICIENT,3.52,NORMAL,28.41,NORMAL,,INSUFFICIENT
1090,SHREECEM,Mar 2021,13560,9468,4091,30,426,251,1262,3004,24,2337,646.0,9,2021,11.31,NORMAL,19.72,NORMAL,,INSUFFICIENT,19.08,NORMAL,15.38,NORMAL,,INSUFFICIENT,17.62,NORMAL,14.52,NORMAL,,INSUFFICIENT
1091,SHREECEM,Mar 2022,15010,11300,3710,25,544,263,1146,2892,19,1269,352.0,14,2022,6.13,NORMAL,11.8,NORMAL,,INSUFFICIENT,7.73,NORMAL,-1.07,NORMAL,,INSUFFICIENT,6.79,NORMAL,-1.73,NORMAL,,INSUFFICIENT
1092,SHREECEM,Mar 2023,17852,14893,2960,17,459,263,1661,1495,15,2369,664.0,28,2023,11.53,NORMAL,12.67,NORMAL,12.66,NORMAL,15.34,NORMAL,11.35,NORMAL,8.96,NORMAL,15.95,NORMAL,10.83,NORMAL,8.71,NORMAL
1093,SHREECEM,Mar 2024,20521,16003,4518,22,597,258,1897,2959,19,1733,480.0,16,2024,14.81,NORMAL,10.33,NORMAL,13.64,NORMAL,-9.49,NORMAL,11.29,NORMAL,8.21,NORMAL,-9.43,NORMAL,10.68,NORMAL,7.82,NORMAL
1095,SHRIRAMFIN,Mar 2013,7009,1738,2179,31,7,3092,23,2163,32,1463,12.0,11,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1096,SHRIRAMFIN,Mar 2014,8476,2244,1999,24,4,4233,33,1970,31,1358,11.0,12,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1097,SHRIRAMFIN,Mar 2015,9177,2781,1691,18,2,4706,43,1650,38,1028,8.0,22,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1098,SHRIRAMFIN,Mar 2016,10359,3447,1824,18,3,5088,38,1789,34,1184,9.0,19,2016,13.91,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-6.81,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-9.14,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1099,SHRIRAMFIN,Mar 2017,10903,3712,1972,18,1,5219,35,1938,35,1266,10.0,7,2017,8.76,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-2.31,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-3.13,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1100,SHRIRAMFIN,Mar 2018,13502,3288,3805,28,127,6409,37,3896,35,2549,20.0,10,2018,13.74,NORMAL,14.01,NORMAL,,INSUFFICIENT,35.35,NORMAL,11.74,NORMAL,,INSUFFICIENT,35.72,NORMAL,10.76,NORMAL,,INSUFFICIENT
1101,SHRIRAMFIN,Mar 2019,15536,4171,3801,24,20,7564,43,3778,32,2576,20.0,11,2019,14.47,NORMAL,12.88,NORMAL,,INSUFFICIENT,29.58,NORMAL,13.66,NORMAL,,INSUFFICIENT,30.5,NORMAL,12.7,NORMAL,,INSUFFICIENT
1102,SHRIRAMFIN,Mar 2020,16561,4683,3565,22,14,8313,141,3439,27,2512,20.0,5,2020,14.95,NORMAL,12.53,NORMAL,,INSUFFICIENT,25.66,NORMAL,19.57,NORMAL,,INSUFFICIENT,25.99,NORMAL,20.11,NORMAL,,INSUFFICIENT
1103,SHRIRAMFIN,Mar 2021,17422,4932,3402,20,14,9089,137,3278,24,2499,18.0,18,2021,8.87,NORMAL,10.96,NORMAL,,INSUFFICIENT,-0.66,NORMAL,16.11,NORMAL,,INSUFFICIENT,-3.45,NORMAL,14.87,NORMAL,,INSUFFICIENT
1104,SHRIRAMFIN,Mar 2022,19255,5816,3666,19,18,9773,135,3549,24,2721,20.0,20,2022,7.42,NORMAL,12.05,NORMAL,,INSUFFICIENT,1.84,NORMAL,16.54,NORMAL,,INSUFFICIENT,0.0,NORMAL,14.87,NORMAL,,INSUFFICIENT
1105,SHRIRAMFIN,Mar 2023,30492,8706,8799,29,16,12987,601,8214,27,6020,32.0,22,2023,22.56,NORMAL,17.69,NORMAL,15.84,NORMAL,33.82,NORMAL,18.75,NORMAL,15.2,NORMAL,16.96,NORMAL,9.86,NORMAL,10.31,NORMAL
1106,SHRIRAMFIN,Mar 2024,36388,10278,10523,29,25,15588,588,9960,26,7399,39.0,23,2024,27.83,NORMAL,18.56,NORMAL,15.68,NORMAL,43.59,NORMAL,23.49,NORMAL,18.48,NORMAL,29.4,NORMAL,14.29,NORMAL,13.49,NORMAL
1108,SIEMENS,Sep 2011,11955,10784,1171,10,299,26,154,1290,33,868,,24,2011,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1109,SIEMENS,Sep 2014,10678,10559,119,1,985,31,229,844,28,603,17.0,35,2014,-3.7,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-11.43,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1110,SIEMENS,Sep 2015,10563,9565,998,9,943,30,224,1688,30,1174,33.0,30,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1111,SIEMENS,Sep 2016,10837,9815,1021,9,3156,11,228,3938,26,2914,82.0,41,2016,,INSUFFICIENT,-1.94,NORMAL,,INSUFFICIENT,,INSUFFICIENT,27.41,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1112,SIEMENS,Sep 2017,11065,10008,1056,10,818,8,198,1669,32,1137,32.0,22,2017,1.19,NORMAL,,INSUFFICIENT,,INSUFFICIENT,23.54,NORMAL,,INSUFFICIENT,,INSUFFICIENT,23.47,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1113,SIEMENS,Sep 2018,12795,11468,1327,10,280,8,198,1402,36,901,25.0,28,2018,6.6,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.44,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.84,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1114,SIEMENS,Sep 2019,13084,11594,1490,11,398,12,199,1678,34,1099,31.0,23,2019,6.48,NORMAL,4.15,NORMAL,,INSUFFICIENT,-27.75,NORMAL,12.76,NORMAL,,INSUFFICIENT,-27.69,NORMAL,12.77,NORMAL,,INSUFFICIENT
1115,SIEMENS,Sep 2020,9946,8944,1003,10,315,30,252,1036,26,769,22.0,32,2020,-3.49,NORMAL,-1.2,NORMAL,,INSUFFICIENT,-12.22,NORMAL,-8.11,NORMAL,,INSUFFICIENT,-11.74,NORMAL,-7.79,NORMAL,,INSUFFICIENT
1116,SIEMENS,Sep 2021,13198,11746,1452,11,321,24,297,1452,25,1089,31.0,26,2021,1.04,NORMAL,4.02,NORMAL,0.99,NORMAL,6.52,NORMAL,-17.87,NORMAL,2.29,NORMAL,7.43,NORMAL,-17.68,NORMAL,,INSUFFICIENT
1117,SIEMENS,Sep 2022,16138,14278,1860,12,487,36,317,1993,23,1543,43.0,23,2022,7.24,NORMAL,7.84,NORMAL,,INSUFFICIENT,11.98,NORMAL,6.3,NORMAL,,INSUFFICIENT,11.52,NORMAL,6.09,NORMAL,,INSUFFICIENT
1118,SIEMENS,Sep 2023,19554,17067,2487,13,496,23,321,2640,26,1962,55.0,18,2023,25.27,NORMAL,8.85,NORMAL,,INSUFFICIENT,36.64,NORMAL,16.84,NORMAL,,INSUFFICIENT,35.72,NORMAL,17.08,NORMAL,,INSUFFICIENT
1119,SIEMENS,Sep 2024,22240,19136,3104,14,925,60,330,3639,25,2718,76.0,16,2024,19.0,NORMAL,11.19,NORMAL,7.61,NORMAL,35.65,NORMAL,19.85,NORMAL,16.25,NORMAL,34.84,NORMAL,19.64,NORMAL,16.15,NORMAL
1120,SUNPHARMA,Mar 2013,11131,6346,4784,43,-90,43,336,4315,20,3469,14.0,9,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1121,SUNPHARMA,Mar 2014,16080,9078,7003,44,-1968,44,409,4581,15,3879,15.0,10,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1122,SUNPHARMA,Mar 2015,27392,19498,7894,29,283,579,1195,6403,14,5476,22.0,14,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1123,SUNPHARMA,Mar 2016,28487,20313,8174,29,-42,523,1038,6571,14,5658,19.0,5,2016,36.78,NORMAL,,INSUFFICIENT,,INSUFFICIENT,17.71,NORMAL,,INSUFFICIENT,,INSUFFICIENT,10.72,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1124,SUNPHARMA,Mar 2017,31578,21476,10102,32,610,400,1265,9048,13,7846,29.0,12,2017,25.23,NORMAL,,INSUFFICIENT,,INSUFFICIENT,26.47,NORMAL,,INSUFFICIENT,,INSUFFICIENT,24.58,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1125,SUNPHARMA,Mar 2018,26489,20858,5631,21,-135,518,1500,3479,26,2542,9.0,23,2018,-1.11,NORMAL,18.93,NORMAL,,INSUFFICIENT,-22.57,NORMAL,-6.03,NORMAL,,INSUFFICIENT,-25.77,NORMAL,-8.46,NORMAL,,INSUFFICIENT
1126,SUNPHARMA,Mar 2019,29066,22689,6377,22,-258,555,1753,3810,16,3208,11.0,25,2019,0.67,NORMAL,12.57,NORMAL,,INSUFFICIENT,-17.23,NORMAL,-3.73,NORMAL,,INSUFFICIENT,-16.65,NORMAL,-6.01,NORMAL,,INSUFFICIENT
1127,SUNPHARMA,Mar 2020,32838,25855,6983,21,382,303,2053,5010,16,4172,16.0,25,2020,1.31,NORMAL,3.69,NORMAL,,INSUFFICIENT,-18.99,NORMAL,-5.29,NORMAL,,INSUFFICIENT,-17.98,NORMAL,-6.17,NORMAL,,INSUFFICIENT
1128,SUNPHARMA,Mar 2021,33498,25028,8470,25,-3449,141,2080,2799,18,2272,12.0,62,2021,8.14,NORMAL,3.29,NORMAL,,INSUFFICIENT,-3.67,NORMAL,-16.68,NORMAL,,INSUFFICIENT,10.06,NORMAL,-8.78,NORMAL,,INSUFFICIENT
1129,SUNPHARMA,Mar 2022,38654,28397,10258,27,-3505,127,2144,4481,24,3389,14.0,73,2022,9.97,NORMAL,4.13,NORMAL,,INSUFFICIENT,1.85,NORMAL,-15.46,NORMAL,,INSUFFICIENT,8.37,NORMAL,-13.55,NORMAL,,INSUFFICIENT
1130,SUNPHARMA,Mar 2023,43886,32235,11650,27,459,172,2529,9408,9,8513,35.0,33,2023,10.15,NORMAL,10.62,NORMAL,14.7,NORMAL,26.84,NORMAL,27.34,NORMAL,9.39,NORMAL,29.81,NORMAL,31.21,NORMAL,9.6,NORMAL
1131,SUNPHARMA,Mar 2024,48497,35479,13018,28,865,238,2557,11088,13,9610,40.0,34,2024,13.13,NORMAL,10.78,NORMAL,11.67,NORMAL,61.72,NORMAL,24.54,NORMAL,9.5,NORMAL,49.38,NORMAL,29.46,NORMAL,10.31,NORMAL
1133,TATACONSUM,Mar 2013,7351,6581,770,10,56,84,105,637,26,445,6.0,36,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1134,TATACONSUM,Mar 2014,7738,6986,752,10,170,87,129,707,26,510,7.0,29,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1135,TATACONSUM,Mar 2015,7993,7201,792,10,-77,82,133,500,43,273,4.0,6,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1136,TATACONSUM,Mar 2016,6637,6271,366,6,38,117,117,170,99,-37,0.0,-999,2016,-3.35,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT,-100.0,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1137,TATACONSUM,Mar 2017,6780,5988,791,12,88,43,126,662,30,455,6.0,38,2017,-4.31,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-3.73,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-5.01,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1138,TATACONSUM,Mar 2018,6815,5976,839,12,73,52,116,753,25,556,8.0,30,2018,-5.18,NORMAL,-1.5,NORMAL,,INSUFFICIENT,26.76,NORMAL,4.55,NORMAL,,INSUFFICIENT,25.99,NORMAL,5.92,NORMAL,,INSUFFICIENT
1139,TATACONSUM,Mar 2019,7252,6466,786,11,124,78,123,735,36,457,6.0,39,2019,3.0,NORMAL,-1.29,NORMAL,,INSUFFICIENT,,TURNAROUND,-2.17,NORMAL,,INSUFFICIENT,,ZERO_BASE,-3.04,NORMAL,,INSUFFICIENT
1140,TATACONSUM,Mar 2020,9637,8345,1292,13,-163,69,242,809,34,460,5.0,54,2020,12.44,NORMAL,3.81,NORMAL,,INSUFFICIENT,0.36,NORMAL,11.0,NORMAL,,INSUFFICIENT,-5.9,NORMAL,4.56,NORMAL,,INSUFFICIENT
1141,TATACONSUM,Mar 2021,11602,10058,1544,13,91,73,255,1311,24,930,9.0,44,2021,19.4,NORMAL,11.82,NORMAL,,INSUFFICIENT,18.71,NORMAL,,TURNAROUND,,INSUFFICIENT,4.0,NORMAL,,ZERO_BASE,,INSUFFICIENT
1142,TATACONSUM,Mar 2022,12425,10707,1719,14,88,87,278,1456,26,1015,10.0,60,2022,19.66,NORMAL,12.88,NORMAL,,INSUFFICIENT,30.47,NORMAL,17.41,NORMAL,,INSUFFICIENT,18.56,NORMAL,10.76,NORMAL,,INSUFFICIENT
1143,TATACONSUM,Mar 2023,13783,11927,1856,13,328,130,304,1794,25,1320,12.0,65,2023,12.67,NORMAL,15.13,NORMAL,6.49,NORMAL,42.1,NORMAL,18.88,NORMAL,11.49,NORMAL,33.89,NORMAL,8.45,NORMAL,7.18,NORMAL
1144,TATACONSUM,Mar 2024,15206,12922,2284,15,-81,87,377,1696,23,1215,12.0,64,2024,9.44,NORMAL,15.96,NORMAL,6.99,NORMAL,9.32,NORMAL,21.6,NORMAL,9.07,NORMAL,10.06,NORMAL,14.87,NORMAL,5.54,NORMAL
1146,TATAMOTORS,Mar 2013,188793,164197,24596,13,213,3560,7601,13647,28,9976,35.0,6,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1147,TATAMOTORS,Mar 2014,232834,197980,34853,15,-157,4749,11078,18869,25,14050,48.0,5,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1148,TATAMOTORS,Mar 2015,263159,223920,39239,15,714,4861,13389,21703,35,14073,48.0,0,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1149,TATAMOTORS,Mar 2016,273046,234650,38395,14,-2670,4889,16711,14126,21,11678,40.0,1,2016,13.09,NORMAL,,INSUFFICIENT,,INSUFFICIENT,5.39,NORMAL,,INSUFFICIENT,,INSUFFICIENT,4.55,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1150,TATAMOTORS,Mar 2017,269693,240104,29589,11,1869,4238,17905,9315,35,7557,26.0,0,2017,5.02,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-18.67,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-18.48,NORMAL,,INSUFFICIENT,,INSUFFICIENT
1151,TATAMOTORS,Mar 2018,291550,260093,31458,11,5933,4682,21554,11155,39,9091,31.0,0,2018,3.47,NORMAL,9.08,NORMAL,,INSUFFICIENT,-13.55,NORMAL,-1.84,NORMAL,,INSUFFICIENT,-13.56,NORMAL,-2.4,NORMAL,,INSUFFICIENT
1152,TATAMOTORS,Mar 2019,301938,277274,24664,8,-26686,5759,23591,-31371,-8,-28724,-100.0,0,2019,3.41,NORMAL,5.34,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT
1153,TATAMOTORS,Mar 2020,261068,243081,17987,7,102,7243,21425,-10580,4,-11975,-39.0,0,2020,-1.08,NORMAL,-0.16,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT
1154,TATAMOTORS,Mar 2021,249795,217507,32287,13,-11118,8097,23547,-10474,24,-13395,-41.0,0,2021,-5.02,NORMAL,-1.76,NORMAL,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,INSUFFICIENT
1155,TATAMOTORS,Mar 2022,278454,253734,24720,9,2424,9312,24836,-7003,60,-11309,-34.0,0,2022,-2.66,NORMAL,0.64,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,DECLINE_TO_LOSS,,INSUFFICIENT,,BOTH_NEGATIVE,,DECLINE_TO_LOSS,,INSUFFICIENT
1156,TATAMOTORS,Mar 2023,345967,314151,31816,9,6664,10225,24860,3394,21,2690,7.0,32,2023,9.84,NORMAL,3.48,NORMAL,6.24,NORMAL,,TURNAROUND,-21.62,NORMAL,-12.28,NORMAL,,TURNAROUND,-25.74,NORMAL,-14.87,NORMAL
1157,TATAMOTORS,Mar 2024,437928,378389,59538,14,5673,9986,27270,27955,-14,31807,94.0,7,2024,20.58,NORMAL,7.72,NORMAL,6.52,NORMAL,,TURNAROUND,,TURNAROUND,8.51,NORMAL,,TURNAROUND,,TURNAROUND,6.95,NORMAL
1159,TATAPOWER,Mar 2013,33177,27583,5595,17,375,2642,2052,1277,92,123,0.0,-319,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1160,TATAPOWER,Mar 2014,35726,28810,6916,19,229,3440,2730,975,99,12,-1.0,-114,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1161,TATAPOWER,Mar 2015,33593,27292,6301,19,1056,3699,2174,1484,72,457,1.0,210,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1162,TATAPOWER,Mar 2016,29494,27389,2105,7,4060,3236,1649,1281,53,786,2.0,53,2016,-3.85,NORMAL,,INSUFFICIENT,,INSUFFICIENT,85.57,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,ZERO_BASE,,INSUFFICIENT,,INSUFFICIENT
1163,TATAPOWER,Mar 2017,27588,22114,5473,20,1297,3365,1956,1450,24,1100,3.0,39,2017,-8.26,NORMAL,,INSUFFICIENT,,INSUFFICIENT,350.89,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,TURNAROUND,,INSUFFICIENT,,INSUFFICIENT
1164,TATAPOWER,Mar 2018,26840,24545,2295,9,6586,3761,2346,2773,6,2611,9.0,15,2018,-7.21,NORMAL,-4.15,NORMAL,,INSUFFICIENT,78.77,NORMAL,84.24,NORMAL,,INSUFFICIENT,108.01,NORMAL,,ZERO_BASE,,INSUFFICIENT
1165,TATAPOWER,Mar 2019,29881,26811,3070,10,7186,4170,2393,3693,29,2606,9.0,15,2019,0.44,NORMAL,-3.51,NORMAL,,INSUFFICIENT,49.11,NORMAL,193.33,NORMAL,,INSUFFICIENT,65.1,NORMAL,,TURNAROUND,,INSUFFICIENT
1166,TATAPOWER,Mar 2020,29136,22331,6805,23,2280,4494,2634,1958,33,1316,4.0,41,2020,1.84,NORMAL,-2.81,NORMAL,,INSUFFICIENT,6.16,NORMAL,23.56,NORMAL,,INSUFFICIENT,10.06,NORMAL,31.95,NORMAL,,INSUFFICIENT
1167,TATAPOWER,Mar 2021,32703,25782,6921,21,1775,4010,2745,1941,26,1439,4.0,44,2021,6.81,NORMAL,2.09,NORMAL,,INSUFFICIENT,-18.01,NORMAL,12.86,NORMAL,,INSUFFICIENT,-23.69,NORMAL,14.87,NORMAL,,INSUFFICIENT
1168,TATAPOWER,Mar 2022,42816,35785,7031,16,2486,3859,3122,2535,15,2156,5.0,32,2022,12.74,NORMAL,9.19,NORMAL,,INSUFFICIENT,-6.12,NORMAL,14.41,NORMAL,,INSUFFICIENT,-17.79,NORMAL,10.76,NORMAL,,INSUFFICIENT
1169,TATAPOWER,Mar 2023,55109,47381,7728,14,5540,4372,3439,5457,30,3810,10.0,19,2023,23.67,NORMAL,15.48,NORMAL,5.21,NORMAL,42.52,NORMAL,7.85,NORMAL,40.96,NORMAL,35.72,NORMAL,2.13,NORMAL,,ZERO_BASE
1170,TATAPOWER,Mar 2024,61449,50714,10735,17,3416,4633,3786,5732,25,4280,12.0,17,2024,23.4,NORMAL,15.51,NORMAL,5.57,NORMAL,43.81,NORMAL,10.43,NORMAL,79.98,NORMAL,44.22,NORMAL,5.92,NORMAL,,TURNAROUND
1172,TATASTEEL,Mar 2013,134712,130746,3965,3,1445,3968,5575,-4133,78,-7272,-6.0,-11,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1173,TATASTEEL,Mar 2014,148614,132430,16184,11,716,4337,5841,6722,45,3665,3.0,27,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
1174,TATASTEEL,Mar 2015,139504,136095,3409,2,5994,4848,5944,-1388,99,-3939,-3.0,-20,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
